icon_id,current_status,existing_internal_review,maximum_narrow_run,minimum_sampled_ink_gap,file
vest-clothes,pass,True,6.4998,1.1639,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vest_c9403137_cb21_5da2_b4de_4d67a662fe18.py
vibrating-game-controller,pass,True,11.9798,2.999,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vibrating_game_controller_3f48dba1_585e_520b_9cb9_00d5f8e175b5.py
vimeo-logo,pass,True,13.4907,3.2167,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vimeo_logo_0368b9b2_c06f_47a3_9fa0_ea39f0be0ef8.py
vomiting-face,pass,True,7.7382,-0.6272,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vomiting_face_062992ad_f866_48c1_b3db_7b22afb71752.py
vortex,pass,False,2.7453,1.6335,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/vortex_8e306dff_212c_4c03_9e9f_74e443e01b07.py
w,pass,True,12.2328,-0.0218,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/w_460d21b2_9739_5910_8a01_14fae2a2c546.py
w-typeface,pass,False,14.2308,-2.1469,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/w_d06af125_6456_44c8_9d9a_4d940735ce86.py
washing-hands,pass,True,3.2447,1.9339,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/washing_hands_b49d7989_5d86_40cf_8c72_632e8858db04.py
watered-planter,fail,True,13.976,0.8463,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/watered_planter_10782152_f13b_462f_8c54_0579748cb38a.py
watered-planter-v2,fail,True,13.976,0.8463,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/watered_planter_v2.py
waterside-fortress,fail,True,2.7473,2.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/waterside_fortress_110fec5a_d343_43f3_b5f4_126763839e1e.py
waterside-fortress-v2,fail,True,3.9888,1.1979,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/waterside_fortress_v2_110fec5a_d343_43f3_b5f4_126763839e1e.py
wattpad-logo,pass,True,23.4806,2.9308,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wattpad_logo_e11fe56a_f394_4b99_94e0_187e60406c37.py
wave-behind-house-v2,fail,False,15.2167,-0.9132,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wave_behind_house_v2_dd42d4e7_bf58_44a9_babb_9b0772ecce14.py
waveform,pass,False,24.9627,-2.3512,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/waveform_14793eb1_f46c_4236_aed2_de6f5b605156.py
waveform-on-axes,pass,False,3.2418,2.9802,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/waveform_on_axes_1cf0a287_4506_5060_95ad_4d76e5b7a59a.py
whale-tail,fail,False,2.2483,2.9982,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/whale_tail_9672a672_8e60_597a_b10e_94e04111186a.py
whale-tail-with-spout,fail,True,9.9778,-0.1575,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/whale_water_0260567b_c418_4fea_8c5b_1928bc8c2566.py
whale-with-spout,fail,True,7.7487,-1.8696,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/whale_body_2977768a_df8d_5260_854a_5df367e6906c.py
width-limit-4m,pass,False,6.0,-4.0,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/width_limit_4m_f92f1287_4d1f_4f11_b3d2_cf575c8bb3ec.py
wild-boar,fail,True,3.2491,2.2144,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wild_pig_body_a98da8f2_0b65_4ef8_957c_18e1f4b59c72.py
windsurfer-holding-sail,pass,True,4.2388,1.5231,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/windsurfer_holding_sail_3541bc83_1790_4f3d_b629_f2530a4a05c6.py
winged-insect,pass,False,4.9888,0.5691,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/fantasy_pit_locust_0cfadabd_8efa_4aaa_ba5a_9f400bfecce1.py
winged-lion,fail,True,4.249,-2.1335,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/leopard_913ea823_995f_439f_bf00_7e196c2b8d57.py
winged-server,pass,False,4.9732,1.9398,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/winged_server_39f46840_75df_5cb1_a454_c79203494771.py
winged-totem-pole,pass,True,4.75,-0.1562,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/winged_totem_pole_1b09e3b5_da0d_5455_8cea_f2bea6fe2da4.py
woman-and-man-busts,pass,False,13.4745,1.4012,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/woman_and_man_busts_e142d409_a523_4dfc_95b4_a48bd6dd01f3.py
woman-wearing-crown-v2,pass,False,2.7423,2.0471,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/woman_wearing_crown_v2_00eb0d5d_7557_4801_bb6f_304ff4b914ce.py
woman-with-halo,pass,False,9.9821,1.8077,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/woman_with_halo_51d30682_39f9_5a08_95aa_4743470a5b0c.py
woozy-face,pass,True,2.2443,2.4181,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/woozy_face_aae8fe29_cf8d_5c07_a06b_c02d7911c56b.py
wrapped-flower-bouquet,pass,False,3.9945,2.5227,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/wrapped_flower_bouquet_96b4290c_87f0_48c0_8533_608fb681e5cb.py
written-scroll,fail,False,3.4965,-3.9991,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/written_scroll_0872fa36_cb40_4048_bfff_5fa6453c601b.py
x4,pass,False,11.7427,-2.0582,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/x4_a480fdcb_b77d_451c_8a1f_31e739b5ae75.py
xe-text-u,pass,True,8.4555,0.9973,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/xe_text_u_d7d5f964_0081_49e8_82d4_5a16cf05ca8d.py
xenomorph-creature,pass,True,22.4745,-2.0948,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/xenomorph_creature_4cce42f7_9a4b_47ca_8564_c6162d026735.py
zig-zag-fall,pass,False,26.7306,-2.5495,/Applications/Workspaces/pictographic/claude_skills/icon_set/model/icons/solo/zig_zag_fall_6ad8d7f2_4e39_41a0_bacd_6ee067ae95e2.py
