id,concept,old_categories,new_categories,reason,linked_profiles
81c70a83-3ed4-4d17-a762-ba61af780c17,Dashed Rounded Square,container other,container other primitives-generate,other-generate,SOLO48
824b90e9-b86e-4354-b20c-7de8579c1c3b,Simple Digital Calculator,finance other,finance other primitives-generate,other-generate,SOLO48 SUB32
7f3278f2-204f-48d0-a5f6-ed0aeccba60e,Geometric Triangle Symbol,design other,design other primitives-generate,other-generate,SOLO48
7fcc14bd-bf5e-41f1-97bb-f6b06da48c98,Broken Chain Link,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
805cc175-0660-4025-842b-55f4fa16a559,Simple Square Computer Mouse,shipping other,shipping other primitives-generate,other-generate,SOLO48 SYMBOL32
807318c5-21cc-453f-a7fa-a1c902d1a221,Bitcoin Adjustment and Trading Settings,symbol other,symbol other primitives-generate,other-generate,SOLO48
820ef6ec-ae9c-4549-bebb-aa00a7135eb4,Circular Shopping Cart,other,other primitives-generate,other-generate,SOLO48
819857f6-7191-4e86-8585-718826dd7d33,Mobile Phone Notification Bell,other,other primitives-generate,other-generate,SOLO48
81b9a65e-38c0-48f5-8dea-bf51b80889cf,Plus Minus Symbol,symbol other,symbol other primitives-generate,other-generate,
81c197be-c0da-4990-8430-112b9494bb77,Flying Quadcopter Camera Drone,technology other,technology other primitives-generate,other-generate,SOLO48
82734f7a-f16b-4ab7-8833-a4322d4cbd4b,Hand With Index Finger Pointing Up,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
830b877b-adf8-58bc-bbee-a319646f4b6a,User Profile Avatar,avatars other,avatars other primitives-generate,other-generate,SOLO48
77c6bcd1-df40-4a4c-8496-bcdb8d646c03,Closed Cardboard Shipping Box,shipping other,shipping other primitives-generate,other-generate,CONTAINER64 SOLO48
bb0be6c6-3c34-4162-a998-bb5a6771d625,Number Ten Symbol,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
bb9677cc-3914-4404-9543-635f8db0dac8,Element Of Mathematical Symbol,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
bbc55872-1522-4109-87f9-92bb36c2b1af,Magnifying Glass Product Search,other,other primitives-generate,other-generate,
bbec6574-bfdd-4612-9ecb-0def3df626fd,Employee Resume Document,other,other primitives-generate,other-generate,SOLO48
bbefdc9a-3d87-4d40-aa0f-2e2fa5ec2013,Hand Drawn Potato,design other,design other primitives-generate,other-generate,SOLO48 SYMBOL32
bc1a4fc0-cd35-423d-909c-bad3ddffd5c9,Open Hand Palm Forward,holidays other,holidays other primitives-generate,other-generate,SOLO48 SUB32
bc216d11-8cf2-4ba4-93cc-9f69078fdc84,Television with Play Symbol,other,other primitives-generate,other-generate,SOLO48
bc2a1c1f-a2c7-42c7-9444-30e38c8bbb63,Simple Number Nine,symbol other,symbol other primitives-generate,other-generate,
bc6ab01d-8cd4-4ac1-9148-3777fb7747d3,Closed Mail Envelope,other,other primitives-generate,other-generate,SOLO48
bc729945-8aaa-491d-aca1-a1e38b49262c,Office Printer with Document,devices other,devices other primitives-generate,other-generate,SOLO48 SYMBOL32
bd2eab8d-8295-4dde-8483-1d280094910a,Underlined Nb Symbol,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
bdd1f2ef-b2be-448c-9736-0c3984363792,Three Dimensional Geometric Cube,other,other primitives-generate,other-generate,SOLO48
be3b26b6-b45d-4812-8c00-261ef430b1ad,Classic Fast Food Hamburger,other,other primitives-generate,other-generate,SOLO48
bf02abda-c65a-4ff2-af41-3fdc5c490cc7,Minimalist Human Skull,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
bf258936-83aa-50c6-8b53-19bfd6e5ee83,Spray Can with Mist,other,other primitives-generate,other-generate,SOLO48
bfa1da5a-a40b-4280-8769-db85e43e229f,Magnifying Glass with Checkmark,other container-combination,other container-combination,skipped-combination-other,
c1ff8321-3ac1-48fc-bdd4-880798eeea3c,Two Open Cupped Hands,other,other primitives-generate,other-generate,SOLO48
c356687a-8779-4296-879a-5477d3e84e2f,Circular Question Mark Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
c4506b32-27de-4812-9c7d-5bd7841d0c16,Three Segment Pie Chart,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
c48fcffa-2fd4-43b2-a23b-9f7b743cc094,Building Message Bubble,symbol state other,symbol state other primitives-generate,other-generate,
bd159874-c962-4129-9d84-72190444e5e0,Checked Rectangular Box,other,other primitives-generate,other-generate,SOLO48
bd3e56c0-5ba1-4ac1-b0be-84a6491da7ab,Plus Sign Addition Symbol,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
bd8ddebb-13d5-4ece-a339-0bbb921170dc,Smart Home Power Button,other,other primitives-generate,other-generate,
be26145d-40c1-4cae-95d7-58a485ff4693,Simple House with Doorway,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
be754407-14d3-4d44-9467-262a6fbc7cf5,Home Security Monitoring Eye,other,other primitives-generate,other-generate,SOLO48
c099ef25-3154-4ff5-ba1a-7e0f9f82bb67,Minimalist Dog Head Profile,pets other,pets other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
c273f28f-c71b-4dd4-814d-96b950152738,Sad face wearing a hat,other container-combination,other container-combination,skipped-combination-other,
c273f28f-c71b-4dd4-95e5-bb3ef9618a5b,Sad Face in Rounded Square,other container-combination,other container-combination,skipped-combination-other,
c273f28f-c71b-4dd4-a846-a94fecd03d7a,Square Cancel Icon,other container-combination,other container-combination,skipped-combination-other,
c2d1f46c-b645-5257-b597-3c053d78dfce,Traditional Cleaning Broom,other,other primitives-generate,other-generate,SOLO48
c430178f-a74c-4b14-94d6-b1aa54e3f6eb,Partially Unrolled Paper Scroll,container other,container other primitives-generate,other-generate,SOLO48
c49793fa-8cd5-528a-8278-f97b65b7e6a6,Two Modern Office Buildings,building other,building other primitives-generate,other-generate,SOLO48
c4f5e438-1f3e-48c9-a099-e32f75678ef0,Waste Disposal Trash Bin,other,other primitives-generate,other-generate,SOLO48
bf3152e7-42f2-5781-929f-90713cc708b9,Stacked Price Tags,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
c06636c9-30eb-443c-864c-db39ef682b39,Security Padlock in Square,other,other primitives-generate,other-generate,SOLO48
c0a14e2a-4419-5c4d-bceb-f564e7b8279f,USB Type C Port,electronics other,electronics other primitives-generate,other-generate,SOLO48
c1acfd0a-5964-4aba-af63-fc74b6a455f2,Modern Kitchen Cooking Stove,furnitures other,furnitures other primitives-generate,other-generate,SOLO48
c273f28f-c71b-4dd4-8240-ef4705a59b28,Rounded Horizontal Rectangle,combination,combination primitives,added-primitives,SOLO48
c273f28f-c71b-4dd4-8cee-55a05f0d5515,Square Sad Face,other container-combination,other container-combination,skipped-combination-other,
c273f28f-c71b-4dd4-be6b-b3ff28378c82,Square Exclamation Warning Icon,other container-combination,other container-combination,skipped-combination-other,
c2e118c4-d410-4747-a1ea-3a7b23cc548f,Modern Industrial Factory Building,building other,building other primitives-generate,other-generate,SOLO48
c2ebd775-bbbb-4141-a78c-fe236d5c07ae,Desktop Computer Monitor,container other,container other primitives-generate,other-generate,SOLO48
c33b3913-667e-4763-8536-f0c4f32f976e,Numeric Digit Two Symbol,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
c368d189-0003-5241-889d-bf5b16aa99f6,Suspended Cargo Box,construction other,construction other primitives-generate,other-generate,SOLO48
c3e720c7-c79a-4190-ae6f-388dbaef366f,Two Concentric Circles,other,other primitives-generate,other-generate,
c4d23011-c558-4522-931b-0d558dad4995,Plus Symbol Inside Circle,state other,state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
c4205e39-9517-4663-b44b-38991b2f7b03,User Profile Circular Icon,state other,state other primitives-generate,other-generate,SOLO48 SUB32
c48d1a90-9686-423d-9e52-1d1439e4db0b,Scalloped Circular Badge,container other,container other primitives-generate,other-generate,SOLO48
c48d1a90-9686-423d-a55e-5a7e98c04d7a,Question Mark Inside Scalloped Cloud,other container-combination,other container-combination,skipped-combination-other,
c4f5ba1f-68f6-4541-ad2f-2718ffc31448,Checkmark in Circle Symbol,other,other primitives-generate,other-generate,SOLO48
baf5f25a-a2ba-4e11-94e1-cc2061f683b6,Video Camera,other,other primitives-generate,other-generate,SOLO48
b0890231-f78f-4169-942f-89690a119b1a,Simple Royal Crown,other,other primitives-generate,other-generate,SOLO48
b096a1c9-9eca-5c00-9ea3-878dc2c4ba9b,Numbered Sequential List,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
b0d42cd4-6acc-4018-ae89-490f3eb333a9,Unlocked Mobile Phone,other,other primitives-generate,other-generate,SOLO48
b0ee0bce-9dff-4369-b871-ae3f695a7663,Dashed Diagonal Arrow Down Right,arrows other,arrows other primitives-generate,other-generate,SOLO48 SYMBOL32
b1a71762-cfed-4c31-8dc5-4cfaea8d5909,Six Dots Drag Handle,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
b1f2ce85-d591-4522-b2a6-64d3fc5c75f6,Smart Watch Yuan Symbol,combination,combination primitives,added-primitives,SOLO48
b2468acd-4b50-4a65-911c-aee5076b1c7e,Wireless Connection Signal,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
b255daf0-3adf-4238-9c62-9622160eca5c,Five Pointed Star Symbol,holidays state other,holidays state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
b6714fe0-b147-4d47-a0f0-425cf97aee98,Simple Percentage Symbol,symbol other,symbol other primitives-generate,other-generate,
b9a7f764-2be2-4909-9fc7-f9fe745af4e9,Water Fountain Spray,state other,state other primitives-generate,other-generate,SOLO48 SUB32
badfb3fb-3163-4fe5-ac3e-3bdfcaf0174b,Universal Prohibited Symbol,container other,container other primitives-generate,other-generate,SOLO48
b1da8322-82a2-455f-9885-2883a9e3199a,Medical Consultation Chat Bubble,other state,other state primitives-generate,other-generate,SOLO48 SUB32
b254da86-2a22-43f3-bcbd-f382e7ddcc10,Rectangular Message Bubble,messages state other,messages state other primitives-generate,other-generate,SOLO48 SUB32
b2a2cd39-2c37-46cd-9a88-38b142304d18,Passenger Car Front View,transportation other,transportation other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
b2c5933c-a7bb-4f0b-8d93-88dcd37a3d38,Sixteen By Nine Aspect Ratio,symbol state other,symbol state other primitives-generate,other-generate,
b377ca4a-bb67-44c0-b94c-751a3f2b4b4a,House with Minus Symbol,interface-essential other,interface-essential other primitives-generate,other-generate,
b3826549-0cc8-4855-a250-66873df772a9,Minimalist Happy Smiling Face,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
b3a5c634-3ab7-4cf8-9707-160623df0758,Front View Open Laptop,computers other,computers other primitives-generate,other-generate,SOLO48 SUB32
b4068396-30fc-5e9b-8eca-c9272d55decc,Off Road All Terrain Vehicle,other,other primitives-generate,other-generate,SOLO48
b5dd7d6a-06a0-420e-a59c-381672e2a4a0,Simple Vertical Tablet Frame,other,other primitives-generate,other-generate,
b7c0d52e-b021-59e3-b8ec-b0ebdccb7598,Wireless Network Signal Symbol,networks other,networks other primitives-generate,other-generate,SOLO48
b8307606-fc5e-5c79-9f79-07ac43dd5ed8,Handheld Retail Shopping Basket,shopping other,shopping other primitives-generate,other-generate,SOLO48
b9c2216d-950a-5f31-8404-3a1e2d627703,USB Plug Connector Cable,electronics other,electronics other primitives-generate,other-generate,SOLO48
ba2c7c5d-7b19-4251-8651-f1619fdbdc5e,Simple Bicycle,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
b2e51317-7251-4abe-a7c5-6e845a33f1c5,Square Spoon and Knife,state other,state other primitives-generate,other-generate,SOLO48 SUB32
b3374daa-5cf7-4d59-b44f-d2f472d4ca67,Yen Currency Document,state other,state other primitives-generate,other-generate,SOLO48 SUB32
b427db74-943b-4338-aab0-19f2d54abf47,Square Plus Sign,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
b42901ee-f812-48ee-a415-b6ce160f17ba,Simple Rectangular Payment Card,business other,business other primitives-generate,other-generate,CONTAINER64 SOLO48
b4e0981a-2d55-4f7e-be9a-a27ea5f95b4d,Upward Pointing Triangle Symbol,container other,container other primitives-generate,other-generate,
b6632e92-d138-462e-a017-77d5e5b870dd,House with Minus Sign,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
b855886b-3199-52ae-a327-5e124680a94d,Virtual Reality Goggles,devices other,devices other primitives-generate,other-generate,SOLO48
b899b610-48c3-460c-9017-034a792ae9cb,Traditional Ram Horn Shofar,state other,state other primitives-generate,other-generate,SOLO48 SUB32
b54db383-db23-4859-92c2-e71b7abb5e7a,Circular Award Medal Ribbon,container other,container other primitives-generate,other-generate,SOLO48
b6916faa-9a8d-4d21-9406-4e2f3510d5f0,Public Announcement Megaphone,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
b8243788-9244-4cb8-90cd-09b9a3faa348,Isometric Textured Sugar Cube,other,other primitives-generate,other-generate,SOLO48
ba844de8-52e9-42c8-a701-c100623e1e4e,Empty Battery Indicator,container other,container other primitives-generate,other-generate,SOLO48
bacf1dca-6143-4371-a879-10b3112e2203,Two Person User Group,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
b6bc6078-6461-4815-9bb2-19bfae693e42,Three Star Rating Symbol,state other,state other primitives-generate,other-generate,SOLO48 SUB32
b7046005-58e8-4cf3-abb4-6a2eb8f47d9f,Door Handle with Keyhole,other,other primitives-generate,other-generate,SOLO48
b83bff3f-2096-4ba6-b59a-f5e8a7ef7969,House with Open Padlock,other,other primitives-generate,other-generate,
b84c42e8-662b-41fd-bb1e-bb264e55ee35,Left Aligned Paragraph Text,other state,other state primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
b077f4c4-b7ab-598a-91af-1bfe79067043,User Profile Avatar Icon,photography other,photography other primitives-generate,other-generate,SOLO48
c5a3c558-10c8-4455-bdbc-45e3f9bead4b,For Sale Text Label,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
c5a8d04e-8e99-497e-8fad-2ddcfcd03cdf,Underlined Nd Text Icon,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
c5b95603-1163-4ea7-85f6-90c9f169e889,Five Pointed Star Symbol,holidays other,holidays other primitives-generate,other-generate,CONTAINER64 SOLO48
c6c676da-c886-4787-803f-c5126fbd94b0,Square User Profile Icon,other,other primitives-generate,other-generate,SOLO48
c74d64ad-377c-4fc3-b4f9-ee7249035374,Browser Window with Slider,websites other,websites other primitives-generate,other-generate,SOLO48 SUB32
c77144a9-35d2-4377-bddd-6845d3a0bbad,Vertical Telephone Handset,combination other,combination other primitives-generate,other-generate,SOLO48
c8865933-bab1-445f-94ab-65d5649059df,Three Acupuncture Needles,state other,state other primitives-generate,other-generate,SOLO48 SUB32
c8b65f49-0e5b-4534-868c-8b84183e9d36,Industrial Storage Barrel,container other,container other primitives-generate,other-generate,SOLO48
c93fbbca-0204-4391-bdc8-00d23d10dc84,Square Digital Smart Watch,devices other,devices other primitives-generate,other-generate,CONTAINER64
c9b25762-c771-4473-9538-0c3ff813a1dd,Minimalist Airplane Symbol,travel other,travel other primitives-generate,other-generate,SOLO48
c9fc1e73-299a-4164-b9c1-efd780db953d,Female User on Smartphone Screen,other,other primitives-generate,other-generate,SOLO48
ca616303-2772-470a-8741-d8743a502817,High UV Index Indicator,other,other primitives-generate,other-generate,SOLO48
cc1e2dbd-292e-42fa-a1c7-f4605f4b7b93,Simple Home Icon with Arched Door,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
cd3023f2-6462-458d-9f32-0ee54bf229c9,Mobile Device Location Pin,other,other primitives-generate,other-generate,SOLO48
cfeaabc9-292f-4f2a-9d4c-21b0e7485cec,Numero Sign Symbol,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
cff3dc82-ee15-4136-a679-bbe06b755bdc,Round Trip Flight Symbol,travel other,travel other primitives-generate,other-generate,
d015ebfd-28ea-4f8e-ae85-82a0c2e8077c,Simplified Planet Earth Globe,maps other,maps other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
d1278012-41b1-467e-a300-f4f563f20969,SPA Typography Label,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
d1fc63f6-12db-5dd9-8649-42850ceca103,Simple Mouse Animal,animals other,animals other primitives-generate,other-generate,SOLO48
d2f14f75-1ec0-41b0-83b6-100d1dcb63ea,Cup with Heart and Straw,other,other primitives-generate,other-generate,SOLO48
c615acac-5746-5d49-a79c-eebad9a2ebc2,Lioness Face Icon,animals other,animals other primitives-generate,other-generate,SOLO48
c63b6ce9-917b-4f7e-a312-f05bbdf42679,Person Rock Climbing,symbol other,symbol other primitives-generate,other-generate,SOLO48
c6485cd4-824d-44f8-a250-201a66d4bd70,House Temperature Gauge,other,other primitives-generate,other-generate,SOLO48
c6533072-e1ca-4ce5-9d50-b5bc08763683,Upward Arrow Pointing To Top Bar,state other,state other primitives-generate,other-generate,SOLO48 SUB32
c6889dfd-e645-43b6-bcaf-969ba67629d7,British Pound Sterling Message Bubble,other state,other state primitives-generate,other-generate,SOLO48 SUB32
c6c64d6b-cdee-4ee0-aa6b-3fdfc5e0e2ae,Underlined Magnesium Chemical Symbol,text other,text other primitives-generate,other-generate,TEXT28 TEXT32
c7057010-1ccf-4037-af1c-c4dc9e547fff,Water Droplet Shape,other,other primitives-generate,other-generate,SOLO48
c71b55db-b3c3-429a-ae0f-378e045b24c3,Simple Global Earth Symbol,maps other,maps other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
c753cf19-a137-4abc-ac45-e83ec45cd778,Waving Flag on a Pole,social other,social other primitives-generate,other-generate,SOLO48 SUB32
c8899ba6-e13e-4737-8649-8b2ebdeeeb9f,Retail Shopping Basket,other,other primitives-generate,other-generate,SOLO48
ca1b998f-0a5f-47b5-a6aa-2effc22a4f39,Artist Color Palette,design other,design other primitives-generate,other-generate,SOLO48 SUB32
cb43ab14-fd5f-484f-84c3-10dcc97db754,Vertical Level Indicator,other,other primitives-generate,other-generate,SOLO48
cb85044f-327b-4e51-b138-6ce8832a4242,Cow Head Icon,animals other,animals other primitives-generate,other-generate,SOLO48
cc148a92-78bb-4ed3-b783-966e15fc0537,Document with Data Graph,other,other primitives-generate,other-generate,SOLO48
ccad9539-3f9e-4f75-8205-11baacf5298e,User Profile Avatar,avatars other,avatars other primitives-generate,other-generate,SOLO48 SYMBOL32
ce8e18cb-9215-42b4-8bc1-1f1fc2a0437d,Financial Document with Dollar Symbol,other,other primitives-generate,other-generate,SOLO48
cf2a7a37-b7f1-41c0-b15c-ac3ea1e05002,Reply Message Bubble,container other,container other primitives-generate,other-generate,SOLO48
d0244858-b455-4673-842d-844f0c652966,Vertical Empty Battery Indicator,photography state other,photography state other primitives-generate,other-generate,SOLO48 SUB32
d043ba47-ff65-403b-bbfb-e7d0fb874430,Eight Kilometers Distance Indicator,symbol other,symbol other primitives-generate,other-generate,TEXT28 TEXT32
d0a49d2c-ca23-4f73-a310-7bd929b19be2,Simple House with Chimney,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
d3509ae5-40ca-4333-a70f-9a1af9b2ac1b,Simple Geometric Triangle,container other,container other primitives-generate,other-generate,SOLO48
c8dfe4cb-2c1f-4086-8985-b294567074d5,Structured Data Table Grid,business state other,business state other primitives-generate,other-generate,SOLO48 SUB32
ca791817-3557-5e40-ac57-04c27dd3e3c9,Color Sampler Dropper Tool,design other,design other primitives-generate,other-generate,SOLO48
cb1286a7-3505-4678-8e82-0111af579a89,Browser Data Transfer,other,other primitives-generate,other-generate,SOLO48
cb2b2f08-6efa-4f5e-836a-62b022c55138,Simple Minimalist Human Skull,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48 SUB32
cb6d4791-374d-48bd-942d-4c57ef0d8eb0,Male Reproductive Anatomy Icon,other,other primitives-generate,other-generate,SOLO48
cddee393-b2d9-4824-86a6-013321aa73e8,Magnifying Glass with Circular Arrows,business other,business other primitives-generate,other-generate,CONTAINER64 SOLO48
c97fe46d-5a12-431f-8533-e38efec4ac69,Double Upward Chevron Arrow,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
ca0b86cd-f823-4251-8d27-7775eddb1f7a,Secure User Account Lock,other,other primitives-generate,other-generate,SOLO48
cefdcc61-2ed2-5460-9530-e110178b2c81,Construction Safety Hard Hat,construction other,construction other primitives-generate,other-generate,SOLO48
ccc22d8d-7a89-51c3-b2fa-9a24f23030e0,Square Robot Head with Antenna,artificial-intelligence other,artificial-intelligence other primitives-generate,other-generate,SOLO48
cd52e8cf-ea61-427f-ba6b-35efd7a5967a,Hand Pointing Right,other,other primitives-generate,other-generate,SOLO48
ce974c56-ba13-40f8-bcc7-d0c05f09f26f,Speaker with Sound Waves,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48
d1c4154e-8c68-4782-9c5a-e5c81055a594,Secure Medical Health Document,other,other primitives-generate,other-generate,SOLO48
d20a6d80-13ec-4afb-b03b-b69c4994105f,House with Water Droplet,other,other primitives-generate,other-generate,
d25c33da-4da4-43a0-892a-4ffe04b44959,Skip Next Media Control Button,other,other primitives-generate,other-generate,SOLO48
d12b5c6d-5cff-4f23-9893-76defe7ca390,Application Window with Wireless Signal,other,other primitives-generate,other-generate,SOLO48
d29775d2-bb3b-472e-8992-afaefe7dfa23,Number Seven Digit Icon,typeface other,typeface other primitives-generate,other-generate,
d2a83b3d-ee41-4915-81af-29e371bfd9b0,Zoom In Magnifying Glass,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
c4f9e2f1-641c-4dbb-ae42-c4ce12aafedf,Modern Smartphone Device,phones other,phones other primitives-generate,other-generate,SOLO48 SUB32
dfc9df01-8144-40e0-b66d-be471956d900,Ear of Corn with Husk,food other,food other primitives-generate,other-generate,SOLO48
dfccab11-823b-4fad-8702-015ab9e71741,Industrial Factory with Smokestacks,other,other primitives-generate,other-generate,SOLO48
e01ba1ab-a61f-4513-b457-623eea066fb5,Precision Target Aiming Scope,war other,war other primitives-generate,other-generate,SOLO48
e04ca869-614a-4a24-9bbc-53fa1cb01b84,Triangular Camping Tent,symbol other,symbol other primitives-generate,other-generate,SOLO48 SYMBOL32
e070fae7-149d-4c33-a2d6-4734b2d75e94,Number Zero Digit Icon,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
e0b361dd-b9bf-48ba-89db-ad9b7a709b5c,Escalator Profile View,other,other primitives-generate,other-generate,SOLO48
e10dbb39-1708-47b1-a8f0-841a44b2cbf1,For Rent Text Sign,symbol other,symbol other primitives-generate,other-generate,
e1bcad48-dc6c-42e0-9104-5d6461fe3199,Programming Code Chat Bubble,state other,state other primitives-generate,other-generate,SOLO48 SUB32
e23fb9d7-ed54-45f6-9142-77054c14c7bc,Square Advertisement Icon,other state,other state primitives-generate,other-generate,SOLO48 SUB32
e3172eb9-da83-4f83-a7f8-416647bd23e6,Empty Battery Power Icon,photography other,photography other primitives-generate,other-generate,SOLO48
e362c0ea-dba3-4194-90fc-c3ab21b70d2b,Money Bag with Dollar Sign,other state,other state primitives-generate,other-generate,SOLO48 SUB32
e3ef1255-7230-466e-a0e3-b1897407d9eb,Number Twenty Four,text state other,text state other primitives-generate,other-generate,TEXT_NATIVE_V2
e3f9f300-de1e-4ac4-b7f3-ccd3ca9455b8,Simple Upward Pointing House,container other,container other primitives-generate,other-generate,SOLO48
e42d37a3-6d76-4130-9a98-b7d482879d90,Computer Tower Unit,other,other primitives-generate,other-generate,SOLO48
e5cc69bd-387c-4279-a567-1b122c4a2d1b,Minimalist Residential House Shape,interface-essential other,interface-essential other primitives-generate,other-generate,SOLO48
e5fc6b47-c190-46c3-8229-bcad09cb8d97,Mobile Phone with Yuan Sign,combination other,combination other primitives-generate,other-generate,SOLO48
e7e97355-bccb-465c-ae55-5037fd70d291,Heart with User Profile,other,other primitives-generate,other-generate,SOLO48
e827e098-b2c1-4c9d-a347-ed197ce977ef,Circular Check Mark Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
e101e849-9e14-4d6e-9afb-b2a07c50a1df,Mobile Phone Plus Icon,combination other,combination other primitives-generate,other-generate,SOLO48
e213494f-7bcb-44b0-a54e-8a069e24c6ea,Simple Retail Shopping Bag,shopping other,shopping other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
e2e77865-5fe3-4370-8b07-0bcd6d0b11df,Uppercase Alphabet Letters,text state other,text state other primitives-generate,other-generate,TEXT28 TEXT32
e3edb211-f9b6-4e4c-8769-db85e43e229f,Validation Check Mark Symbol,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
e6666fd5-a646-4ccf-89c4-7931517ccd22,Laptop with Dollar Symbol,other,other primitives-generate,other-generate,SOLO48
eb0b6680-3f5b-40fd-9a39-04012841c110,Secure Message Key,other,other primitives-generate,other-generate,SOLO48
e5a4ad79-c26e-47fd-b9ee-41daa531ad17,Two User Profiles,other,other primitives-generate,other-generate,SOLO48
e65c555e-8915-44b9-98b2-344d81aac941,Mobile Phone with Headphones,other,other primitives-generate,other-generate,SOLO48
e715b082-2f7d-4370-a969-0707c7e743f2,Document with Modular Blocks,other,other primitives-generate,other-generate,SOLO48
e7f654f6-570d-40dd-84e5-be7ff0923e87,Simple Circular Analog Clock,office state other,office state other primitives-generate,other-generate,SOLO48 SUB32
e9d1d295-a31b-43d6-99f1-07ceac006d87,Full Fuel Gauge Indicator,transportation other,transportation other primitives-generate,other-generate,SOLO48 SYMBOL32
ea54b202-0f96-50db-97dc-1884a36b2fb9,Hand Pointing Left,interface-essential state other,interface-essential state other primitives-generate,other-generate,SOLO48 SUB32
eab3080c-0a62-4d7b-b2b0-750ba686504c,Hand Pointing Upwards,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
e686f130-6226-4d7d-b4c5-09b77a01b089,Air Purifier Device,ecology other,ecology other primitives-generate,other-generate,SOLO48
e7ccf92a-afad-5337-b90a-b52d403c4d46,Virtual Reality Headset,technology other,technology other primitives-generate,other-generate,SOLO48
e83bac9c-f640-4df4-9864-e5c93655f156,Landscape with Mountains and Sun,images other,images other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
e84a88d0-3ca7-4537-a4d9-b98932585c2f,Wireless Signal Waves,other,other primitives-generate,other-generate,SOLO48
e918e425-b0c9-444c-bdb5-9884044e4703,Simple Bicycle Icon,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32
e945361d-c5a9-4fd9-95aa-74d13dfd018c,Team of Three People,symbol state other,symbol state other primitives-generate,other-generate,SOLO48
ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,Prohibition Sign Symbol,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
e889baba-3138-419e-8691-f495b00ef2a6,Electronic Set Top Box,other,other primitives-generate,other-generate,SOLO48
e8d4be3d-150f-41a6-9d1a-bc26830066af,Digital Facial Recognition Scan,symbol state other,symbol state other primitives-generate,other-generate,SOLO48 SUB32 SYMBOL32
e994981d-76d7-420d-95be-a2a2afee83a1,Horizontal SIM Card,container other,container other primitives-generate,other-generate,SOLO48
f439bad7-bf84-59e6-9fdd-6df7d285d27a,Traditional Asian Teapot,other,other primitives-generate,other-generate,SOLO48
f4c97de9-a22d-519d-af05-c06bdb6f8b8c,Scientific Laboratory Test Tube,science state other,science state other primitives-generate,other-generate,SOLO48
f4ccbf70-36d8-4009-9780-562439364300,Document with Folded Corner,combination,combination primitives,added-primitives,
