original,role,icon,shared,pairs,status,model,counterpart
beach-palm-water-sub32,symbol,beach-palm-water-sub32,False,1,pass,../../model/icons/symbol/beach_palm_water_sub32_531c0477_f85f_43ef_967a_e81d17174050.py,
beaker-sub32,side,beaker-sub32,False,1,fail,../../model/icons/sub/beaker_sub32_f1cab2ea_f7f8_47a0_972d_7983402b29a8.py,
beamed-eighth-notes-level-sub32,side,beamed-eighth-notes-level-sub32,True,17,pass,../../model/icons/sub/beamed_eighth_notes_level_sub32_55d86d50_5f31_41c5_8057_8a88c92a68bc.py,beamed-eighth-notes-level-sub32-symbol
beamed-eighth-notes-level-sub32,symbol,beamed-eighth-notes-level-sub32-symbol,True,15,pass,../../model/icons/symbol/beamed_eighth_notes_level_sub32_symbol_55d86d50_5f31_41c5_8057_8a88c92a68bc.py,beamed-eighth-notes-level-sub32
beamed-eighth-notes-sub32,side,beamed-eighth-notes-sub32,True,6,pass,../../model/icons/sub/beamed_eighth_notes_sub32_16a68778_68d4_5f6b_9ce5_e5182435ed96.py,beamed-eighth-notes-sub32-symbol
beamed-eighth-notes-sub32,symbol,beamed-eighth-notes-sub32-symbol,True,2,pass,../../model/icons/symbol/beamed_eighth_notes_sub32_symbol_16a68778_68d4_5f6b_9ce5_e5182435ed96.py,beamed-eighth-notes-sub32
bean-sub32-v3,side,bean-sub32-v3,True,1,pass,../../model/icons/sub/bean_sub32_v3_02a35dbe_39e1_42dd_a903_d2b8d1795f52.py,bean-sub32-v3-symbol
bean-sub32-v3,symbol,bean-sub32-v3-symbol,True,1,pass,../../model/icons/symbol/bean_sub32_v3_symbol_02a35dbe_39e1_42dd_a903_d2b8d1795f52.py,bean-sub32-v3
bear-face-sub32,symbol,bear-face-sub32,False,1,fail,../../model/icons/symbol/bear_face_sub32_acd3fbf8_bb16_4b4b_abd7_72c416824207.py,
bed-sub-state-27,side,bed-sub-state-27,False,2,pass,../../model/icons/sub/bed_sub_state_27_300dd66a_1ed3_4055_80d4_1d8fabe4b3ef.py,
bed-sub32,side,bed-sub32,True,2,fail,../../model/icons/sub/bed_sub32_300dd66a_1ed3_4055_80d4_1d8fabe4b3ef.py,bed-sub32-symbol
bed-sub32,symbol,bed-sub32-symbol,True,1,fail,../../model/icons/symbol/bed_sub32_symbol_300dd66a_1ed3_4055_80d4_1d8fabe4b3ef.py,bed-sub32
beer-mug-sub32,symbol,beer-mug-sub32,False,1,pass,../../model/icons/symbol/beer_mug_sub32_5429b76f_075c_4738_87f2_f8390c36df79.py,
bell-knob-curved-clapper-sub32,side,bell-knob-curved-clapper-sub32,False,1,fail,../../model/icons/sub/bell_knob_curved_clapper_sub32_39a86410_57a3_453a_b9f8_262c7afe2093.py,
bell-sub-state-187,side,bell-sub-state-187,False,2,pass,../../model/icons/sub/bell_sub_state_187_14b2c83a_b6f9_4186_8a3b_4d7a1895c6ec.py,
bell-sub-state-187-v2,side,bell-sub-state-187-v2,False,1,unknown,../../model/icons/sub/bell_sub_state_187_v2_14b2c83a_b6f9_4186_8a3b_4d7a1895c6ec.py,
bell-sub-state-241-v2,side,bell-sub-state-241-v2,False,1,unknown,../../model/icons/sub/bell_sub_state_241_v2_345d1bc8_d8f0_4c03_9e3d_6cd720f0912d.py,
bell-sub32-v3,side,bell-sub32-v3,True,9,pass,../../model/icons/sub/bell_sub32_v3_38611f4f_3f62_41bf_9674_e8579ef5b0a0.py,bell-sub32-v3-symbol
bell-sub32-v3,symbol,bell-sub32-v3-symbol,True,4,pass,../../model/icons/symbol/bell_sub32_v3_symbol_38611f4f_3f62_41bf_9674_e8579ef5b0a0.py,bell-sub32-v3
bell-symbol-sub32-v2,side,bell-symbol-sub32-v2,True,2,pass,../../model/icons/sub/bell_symbol_sub32_v2_6969bce5_a6ce_4d22_88c4_77791dfa309a.py,bell-symbol-sub32-v2-symbol
bell-symbol-sub32-v2,symbol,bell-symbol-sub32-v2-symbol,True,2,pass,../../model/icons/symbol/bell_symbol_sub32_v2_symbol_6969bce5_a6ce_4d22_88c4_77791dfa309a.py,bell-symbol-sub32-v2
bench-sub32-v3,symbol,bench-sub32-v3,False,1,pass,../../model/icons/symbol/bench_sub32_v3_39d1f38b_e0ab_44dc_af8a_c6372713f4f5.py,
bicycle-angled-handlebar-sub32,symbol,bicycle-angled-handlebar-sub32,False,4,fail,../../model/icons/symbol/bicycle_angled_handlebar_sub32_71cc0503_f8f3_434e_9c8e_e1524bb2498d.py,
bicycle-reference-25-sub32,side,bicycle-reference-25-sub32,False,9,fail,../../model/icons/sub/bicycle_reference_25_sub32_ba2c7c5d_7b19_4251_8651_f1619fdbdc5e.py,
bikini-sub32-v2,symbol,bikini-sub32-v2,False,1,pass,../../model/icons/symbol/bikini_sub32_v2_16f32997_2f4f_492a_88cb_a0d3992154a2.py,
binoculars-sub32,symbol,binoculars-sub32,False,1,fail,../../model/icons/symbol/binoculars_sub32_c302c027_d345_469d_98e7_0e924b296946.py,
biometric-fingerprint-sub32,side,biometric-fingerprint-sub32,True,5,fail,../../model/icons/sub/biometric_fingerprint_sub32_18f6118d_0b0a_4a7b_89e0_52ba5abbcb54.py,biometric-fingerprint-sub32-symbol
biometric-fingerprint-sub32,symbol,biometric-fingerprint-sub32-symbol,True,7,fail,../../model/icons/symbol/biometric_fingerprint_sub32_symbol_18f6118d_0b0a_4a7b_89e0_52ba5abbcb54.py,biometric-fingerprint-sub32
bird-footprint-symbol-sub32,side,bird-footprint-symbol-sub32,False,1,pass,../../model/icons/sub/bird_footprint_symbol_sub32_ac9f5eb0_9ca6_4ae8_b650_3216bba2d023.py,
bird-life-sub32,symbol,bird-life-sub32,False,1,fail,../../model/icons/symbol/bird_life_sub32_dee6f213_07ab_4305_8dd4_d656ac7937ec.py,
bitcoin-cryptocurrency-symbol-solo-profile32,side,bitcoin-cryptocurrency-symbol-solo-profile32,False,3,fail,../../model/icons/sub/bitcoin_cryptocurrency_symbol_solo_profile32_056563c8_a6c4_4201_b355_6ff5f08795ea.py,
bitcoin-sign-state-169,side,bitcoin-sign-state-169,True,3,pass,../../model/icons/sub/bitcoin_sign_state_169_eba39542_9146_4913_b251_ee6a2d0da885.py,bitcoin-sign-state-169-symbol
bitcoin-sign-state-169,symbol,bitcoin-sign-state-169-symbol,True,12,pass,../../model/icons/symbol/bitcoin_sign_state_169_symbol_eba39542_9146_4913_b251_ee6a2d0da885.py,bitcoin-sign-state-169
bitcoin-speech-bubble-solo-profile32,side,bitcoin-speech-bubble-solo-profile32,False,14,fail,../../model/icons/sub/bitcoin_speech_bubble_solo_profile32_1b6ce2a0_ce30_49ce_99cf_a772bb04245d.py,
bitcoin-with-graph-sub32-v2,symbol,bitcoin-with-graph-sub32-v2,False,1,pass,../../model/icons/symbol/bitcoin_with_graph_sub32_v2_702a7441_0240_47bb_a231_89345fd0dd4c.py,
blank-stopwatch-sub32,symbol,blank-stopwatch-sub32,False,1,fail,../../model/icons/symbol/blank_stopwatch_sub32_e73c1112_0549_47dc_b405_aef3c88450ee.py,
blind-sub32,side,blind-sub32,True,3,fail,../../model/icons/sub/blind_sub32_5dce7e9a_2184_434a_9e94_71138d2b612d.py,blind-sub32-symbol
blind-sub32,symbol,blind-sub32-symbol,True,1,fail,../../model/icons/symbol/blind_sub32_symbol_5dce7e9a_2184_434a_9e94_71138d2b612d.py,blind-sub32
bluetooth-sub32-v2,symbol,bluetooth-sub32-v2,False,3,pass,../../model/icons/symbol/bluetooth_sub32_v2_222af285_7f62_4cb6_b105_310d0892074c.py,
board-rider-over-waves-sub32,symbol,board-rider-over-waves-sub32,False,1,fail,../../model/icons/symbol/board_rider_over_waves_sub32_31dfc8f9_9e71_491e_9f9a_e8bd904e4344.py,
boat-transportation-sub32-v2,symbol,boat-transportation-sub32-v2,False,2,pass,../../model/icons/symbol/boat_transportation_sub32_v2_670cb5bd_d543_42f2_8cd7_466b2d14491e.py,
bomb-lit-fuse-sub32,side,bomb-lit-fuse-sub32,False,1,pass,../../model/icons/sub/bomb_lit_fuse_sub32_446e953d_43b9_407c_93c8_585b9ab83fde.py,
bone-sub32,side,bone-sub32,False,1,fail,../../model/icons/sub/bone_sub32_bdd6c205_c49b_4436_8ff7_3c7c0b842d86.py,
book-close-1-sub32,side,book-close-1-sub32,False,1,fail,../../model/icons/sub/book_close_1_sub32_3591871b_5aae_4c39_9571_b421f21c9a22.py,
book-open-1421392c-sub32,side,book-open-1421392c-sub32,True,1,fail,../../model/icons/sub/book_open_1421392c_sub32_1421392c_5884_4c7e_bf5c_1082165dfba9.py,book-open-1421392c-sub32-symbol
book-open-1421392c-sub32,symbol,book-open-1421392c-sub32-symbol,True,8,fail,../../model/icons/symbol/book_open_1421392c_sub32_symbol_1421392c_5884_4c7e_bf5c_1082165dfba9.py,book-open-1421392c-sub32
book-open-content-sub32-v2,side,book-open-content-sub32-v2,True,22,pass,../../model/icons/sub/book_open_content_sub32_v2_108b3cfe_84c6_493f_af52_2432d0b107d3.py,book-open-content-sub32-v2-symbol
book-open-content-sub32-v2,symbol,book-open-content-sub32-v2-symbol,True,4,pass,../../model/icons/symbol/book_open_content_sub32_v2_symbol_108b3cfe_84c6_493f_af52_2432d0b107d3.py,book-open-content-sub32-v2
book-sub32-v2,symbol,book-sub32-v2,False,1,pass,../../model/icons/symbol/book_sub32_v2_053ced4f_2f85_4662_90c1_5890e4bc3060.py,
boot-sub32,symbol,boot-sub32,False,1,fail,../../model/icons/symbol/boot_sub32_30304fad_17a9_493d_ac22_7d98eda09d1a.py,
bound-notebook-sub32,side,bound-notebook-sub32,False,1,fail,../../model/icons/sub/bound_notebook_sub32_16275d53_14c4_4703_9919_0a8c59efc967.py,
bowl-sub32-v2,side,bowl-sub32-v2,False,2,pass,../../model/icons/sub/bowl_sub32_v2_139ac791_1f3c_444f_b1a9_bb6088d099c8.py,
bowling-pins-row-sub32,symbol,bowling-pins-row-sub32,False,1,fail,../../model/icons/symbol/bowling_pins_row_sub32_d972c303_2754_4efe_82ae_c0b2f535370b.py,
bowling-pins-three-sub32,symbol,bowling-pins-three-sub32,False,1,fail,../../model/icons/symbol/bowling_pins_three_sub32_012843f4_1e2d_4bd4_8797_27a0f5f0fd46.py,
box-45b3bf7f-sub32,side,box-45b3bf7f-sub32,False,6,pass,../../model/icons/sub/box_45b3bf7f_sub32_45b3bf7f_f253_49db_aba4_902b7db9a13f.py,
box-45de01b0-sub32,symbol,box-45de01b0-sub32,False,3,fail,../../model/icons/symbol/box_45de01b0_sub32_45de01b0_a422_4363_88ba_ed314919b96c.py,
box-805cc175-sub32,symbol,box-805cc175-sub32,False,3,fail,../../model/icons/symbol/box_805cc175_sub32_805cc175_0660_4025_842b_55f4fa16a559.py,
box-sub32,side,box-sub32,False,1,pass,../../model/icons/sub/box_sub32_0c6bfe39_51b3_4c9b_90b7_8952164066e3.py,
bracket-code-sub32-v2,symbol,bracket-code-sub32-v2,False,1,pass,../../model/icons/symbol/bracket_code_sub32_v2_4f0ae755_a08c_4582_be5c_43386aa814e9.py,
braille-six-dot-cell-sub32,symbol,braille-six-dot-cell-sub32,False,3,pass,../../model/icons/symbol/braille_six_dot_cell_sub32_9a878067_c24e_4478_bd0a_a0a8e12afcc0.py,
brain-artificial-intelligence-sub32,side,brain-artificial-intelligence-sub32,False,1,pass,../../model/icons/sub/brain_artificial_intelligence_sub32_74d6ac6c_9f6f_4183_9ee6_960cbc7f4216.py,
brain-f98adc76-sub32,side,brain-f98adc76-sub32,False,1,pass,../../model/icons/sub/brain_f98adc76_sub32_f98adc76_41e4_410a_a9e9_a02974009658.py,
brain-head-sub32,symbol,brain-head-sub32,False,1,fail,../../model/icons/symbol/brain_head_sub32_01418f39_dca2_44e9_bb44_904b3b62f519.py,
brain-with-two-inner-folds-sub32,symbol,brain-with-two-inner-folds-sub32,False,1,fail,../../model/icons/symbol/brain_with_two_inner_folds_sub32_e4cb7fec_5844_4dee_a6d5_ffcdc23d8d21.py,
bread-sub32,symbol,bread-sub32,False,2,pass,../../model/icons/symbol/bread_sub32_8ddeed7d_559d_4b14_9b46_092f255cb54a.py,
bricks-sub32-v2,symbol,bricks-sub32-v2,False,1,pass,../../model/icons/symbol/bricks_sub32_v2_5459f02d_65a5_4f19_bce8_1738f0b007a8.py,
briefcase-with-central-clasp-sub32,side,briefcase-with-central-clasp-sub32,False,6,fail,../../model/icons/sub/briefcase_with_central_clasp_sub32_0e065604_cef0_4168_88bd_c1578cd53419.py,
brightness-sub32,symbol,brightness-sub32,False,2,pass,../../model/icons/symbol/brightness_sub32_0683af89_a794_45d7_baf4_2a77d813dbe0.py,
british-pound-invoice-document-solo-profile32,side,british-pound-invoice-document-solo-profile32,False,3,fail,../../model/icons/sub/british_pound_invoice_document_solo_profile32_d540aa9a_0088_4ba3_b31e_9f6965432001.py,
british-pound-sterling-message-bubble-sub32,side,british-pound-sterling-message-bubble-sub32,False,1,pass,../../model/icons/sub/british_pound_sterling_message_bubble_sub32_c6889dfd_e645_43b6_bcaf_969ba67629d7.py,
broadcast-van-dish-sub32,symbol,broadcast-van-dish-sub32,False,1,fail,../../model/icons/symbol/broadcast_van_dish_sub32_493ede0a_6fdc_424e_ac62_2775797bcb36.py,
broccoli-and-carrot-sub32,symbol,broccoli-and-carrot-sub32,False,1,pass,../../model/icons/symbol/broccoli_and_carrot_sub32_1833535f_220e_490a_9e51_7058a14ac9db.py,
broken-chain-link-reference-batch-019-12-sub32,side,broken-chain-link-reference-batch-019-12-sub32,False,3,fail,../../model/icons/sub/broken_chain_link_reference_batch_019_12_sub32_7fcc14bd_bf5e_41f1_97bb_f6b06da48c98.py,
broken-chain-link-sub32,side,broken-chain-link-sub32,False,3,pass,../../model/icons/sub/broken_chain_link_sub32_7fcc14bd_bf5e_41f1_97bb_f6b06da48c98.py,
broken-ring,side,broken-ring,False,1,pass,../../model/icons/sub/broken_ring_a004a57a_6eea_490b_8683_cc169050a26a.py,
broken-ring-v2,side,broken-ring-v2,False,1,unknown,../../model/icons/sub/broken_ring_v2_a004a57a_6eea_490b_8683_cc169050a26a.py,
bubbles,side,bubbles,False,1,pass,../../model/icons/sub/bubbles_4d46ce4b_de75_4ce3_b7b9_b0d45b9f5725.py,
bug-beetle-sub32,side,bug-beetle-sub32,True,7,fail,../../model/icons/sub/bug_beetle_sub32_9b6a0dc9_fcf3_46a0_9bdd_9491b1f0dd64.py,bug-beetle-sub32-symbol
bug-beetle-sub32,symbol,bug-beetle-sub32-symbol,True,2,fail,../../model/icons/symbol/bug_beetle_sub32_symbol_9b6a0dc9_fcf3_46a0_9bdd_9491b1f0dd64.py,bug-beetle-sub32
building-1-sub32-v2,symbol,building-1-sub32-v2,False,6,pass,../../model/icons/symbol/building_1_sub32_v2_a6adecf4_5959_4f91_a3a7_5bdffc5bac69.py,
building-68b98b76-sub32-v2,side,building-68b98b76-sub32-v2,True,5,pass,../../model/icons/sub/building_68b98b76_sub32_v2_68b98b76_99c3_4bca_a93b_dc7b4a54ff1a.py,building-68b98b76-sub32-v2-symbol
building-68b98b76-sub32-v2,symbol,building-68b98b76-sub32-v2-symbol,True,14,pass,../../model/icons/symbol/building_68b98b76_sub32_v2_symbol_68b98b76_99c3_4bca_a93b_dc7b4a54ff1a.py,building-68b98b76-sub32-v2
building-735a4c8f-sub32-v2,side,building-735a4c8f-sub32-v2,False,1,pass,../../model/icons/sub/building_735a4c8f_sub32_v2_735a4c8f_9008_4cdc_be93_7882c6bfd595.py,
building-929733e7-sub32,side,building-929733e7-sub32,False,1,fail,../../model/icons/sub/building_929733e7_sub32_929733e7_35b6_4e6e_bcee_05768cc7b7d3.py,
building-building-sub32,side,building-building-sub32,True,1,pass,../../model/icons/sub/building_building_sub32_265ecf16_9a75_43f1_970c_76948410da91.py,building-building-sub32-symbol
building-building-sub32,symbol,building-building-sub32-symbol,True,15,pass,../../model/icons/symbol/building_building_sub32_symbol_265ecf16_9a75_43f1_970c_76948410da91.py,building-building-sub32
building-sub-state-114,side,building-sub-state-114,False,3,pass,../../model/icons/sub/building_sub_state_114_04275826_0e0d_4236_97f8_ba6f0486843e.py,
building-sub32,side,building-sub32,False,1,fail,../../model/icons/sub/building_sub32_18b35c04_4431_44f3_9c6e_e6b8f421efaa.py,
building-with-sloping-roofline-sub32,side,building-with-sloping-roofline-sub32,True,1,pass,../../model/icons/sub/building_with_sloping_roofline_sub32_24e8a2b3_57d5_4e9a_8572_c95bc40dc8e1.py,building-with-sloping-roofline-sub32-symbol
building-with-sloping-roofline-sub32,symbol,building-with-sloping-roofline-sub32-symbol,True,14,pass,../../model/icons/symbol/building_with_sloping_roofline_sub32_symbol_24e8a2b3_57d5_4e9a_8572_c95bc40dc8e1.py,building-with-sloping-roofline-sub32
bulb-sub32,symbol,bulb-sub32,False,1,fail,../../model/icons/symbol/bulb_sub32_9c7b548b_f26b_4b87_8dac_75d503bfd7a8.py,
bus-front-sub32,side,bus-front-sub32,True,19,fail,../../model/icons/sub/bus_front_sub32_6be3bbdd_720f_407c_af2d_59983752017d.py,bus-front-sub32-symbol
bus-front-sub32,symbol,bus-front-sub32-symbol,True,4,fail,../../model/icons/symbol/bus_front_sub32_symbol_6be3bbdd_720f_407c_af2d_59983752017d.py,bus-front-sub32
cake-sub32,symbol,cake-sub32,False,1,fail,../../model/icons/symbol/cake_sub32_ffca9ae9_2486_4950_9183_fda6e50cd3ce.py,
calculator-wide-display-four-keys-sub32,side,calculator-wide-display-four-keys-sub32,False,3,fail,../../model/icons/sub/calculator_wide_display_four_keys_sub32_824b90e9_b86e_4354_b20c_7de8579c1c3b.py,
camera-sub32,side,camera-sub32,True,5,fail,../../model/icons/sub/camera_sub32_52be666d_64a9_45bd_befb_a58dead7c51f.py,camera-sub32-symbol
camera-sub32,symbol,camera-sub32-symbol,True,8,fail,../../model/icons/symbol/camera_sub32_symbol_52be666d_64a9_45bd_befb_a58dead7c51f.py,camera-sub32
camera-video-sub32-v3,side,camera-video-sub32-v3,True,1,pass,../../model/icons/sub/camera_video_sub32_v3_sub32.py,camera-video-sub32-v3-symbol
camera-video-sub32-v3,symbol,camera-video-sub32-v3-symbol,True,8,pass,../../model/icons/symbol/camera_video_sub32_v3_symbol_0313a853_8fee_401d_b021_0624788b6cd1.py,camera-video-sub32-v3
camping-tent-outdoors-sub32,symbol,camping-tent-outdoors-sub32,False,2,pass,../../model/icons/symbol/camping_tent_outdoors_sub32_6abce5ce_492a_5630_a30e_c47fb4045166.py,
cannabis-plant-leaf-symbol-solo-b003-01-sub32,side,cannabis-plant-leaf-symbol-solo-b003-01-sub32,False,1,pass,../../model/icons/sub/cannabis_plant_leaf_symbol_solo_b003_01_sub32_8be10246_6ae7_43c7_bc9e_c25a3d070fe3.py,
canoe-and-paddle-sub32,symbol,canoe-and-paddle-sub32,False,1,fail,../../model/icons/symbol/canoe_and_paddle_sub32_7b8e9bf7_9bed_5b92_918e_e02031e1e3e3.py,
cao-dai-sub32-v2,side,cao-dai-sub32-v2,False,1,pass,../../model/icons/sub/cao_dai_sub32_v2_1a804c88_15f7_4476_b406_236f03484b85.py,
capsule-pill-23650838-sub32,side,capsule-pill-23650838-sub32,True,29,pass,../../model/icons/sub/capsule_pill_23650838_sub32_23650838_a114_42c4_968f_13c9b79fbbd0.py,capsule-pill-23650838-sub32-symbol
capsule-pill-23650838-sub32,symbol,capsule-pill-23650838-sub32-symbol,True,10,pass,../../model/icons/symbol/capsule_pill_23650838_sub32_symbol_23650838_a114_42c4_968f_13c9b79fbbd0.py,capsule-pill-23650838-sub32
car-5e6ba5b0-sub32,side,car-5e6ba5b0-sub32,True,9,fail,../../model/icons/sub/car_5e6ba5b0_sub32_5e6ba5b0_525c_42f8_9b38_33b843bfe31b.py,car-5e6ba5b0-sub32-symbol
car-5e6ba5b0-sub32,symbol,car-5e6ba5b0-sub32-symbol,True,16,fail,../../model/icons/symbol/car_5e6ba5b0_sub32_symbol_5e6ba5b0_525c_42f8_9b38_33b843bfe31b.py,car-5e6ba5b0-sub32
car-dashboard-e-1-sub32,symbol,car-dashboard-e-1-sub32,False,1,fail,../../model/icons/symbol/car_dashboard_e_1_sub32_98f23329_d944_4453_ac48_9d771dfe4fae.py,
car-dashboard-f-sub32,symbol,car-dashboard-f-sub32,False,1,pass,../../model/icons/symbol/car_dashboard_f_sub32_e9d1d295_a31b_43d6_99f1_07ceac006d87.py,
car-engine-e3a63ee0-sub32,side,car-engine-e3a63ee0-sub32,False,1,fail,../../model/icons/sub/car_engine_e3a63ee0_sub32_e3a63ee0_3071_45c6_999f_7f964c495da1.py,
car-horn-sub32,symbol,car-horn-sub32,False,3,fail,../../model/icons/symbol/car_horn_sub32_6e120b10_f09c_4f71_9e1d_244b8eb9fd47.py,
car-key-content-sub32-v2,symbol,car-key-content-sub32-v2,False,1,pass,../../model/icons/symbol/car_key_content_sub32_v2_3ca5e341_784c_4a0c_9aa0_c71bcbbafbd2.py,
car-side-sub32,side,car-side-sub32,False,1,fail,../../model/icons/sub/car_side_sub32_695aca30_f091_42f4_b8c1_dabb9d4a8a44.py,
car-skidding-sub32,symbol,car-skidding-sub32,False,1,fail,../../model/icons/symbol/car_skidding_sub32_9ba9924a_41d3_4ed9_93c5_d475f8bd2fd2.py,
car-wrench-service-content-sub32,symbol,car-wrench-service-content-sub32,False,2,fail,../../model/icons/symbol/car_wrench_service_content_sub32_245fc45b_1580_4530_93b9_2d61d874ff67.py,
car-wrench-service-content-top-sub32,symbol,car-wrench-service-content-top-sub32,False,2,fail,../../model/icons/symbol/car_wrench_service_content_top_sub32_7a2552f6_ae52_4b87_a510_432f8be7e0ec.py,
card-a525cc8f-sub32,side,card-a525cc8f-sub32,False,25,fail,../../model/icons/sub/card_a525cc8f_sub32_a525cc8f_6e57_4f1c_931a_9f1999e26316.py,
card-fc09bb7b-sub32-v2,side,card-fc09bb7b-sub32-v2,False,1,pass,../../model/icons/sub/card_fc09bb7b_sub32_v2_fc09bb7b_da25_41fc_9ec5_f3b12e7a09cd.py,
cargo-ship-sub32,side,cargo-ship-sub32,False,1,fail,../../model/icons/sub/cargo_ship_sub32_1b1d9d6c_194c_5757_b0b8_4299a625eaaa.py,
cargo-ship-symbol-sub32,symbol,cargo-ship-symbol-sub32,False,1,fail,../../model/icons/symbol/cargo_ship_symbol_sub32_ab3ea798_6eb7_4962_94f0_08838f608e51.py,
carrot-with-two-pointed-leaves-profile32,side,carrot-with-two-pointed-leaves-profile32,False,1,fail,../../model/icons/sub/carrot_with_two_pointed_leaves_profile32_6175b21e_96a2_4503_a4cc_6b0bc36376c0.py,
cart-d135db2c-sub32-v2,side,cart-d135db2c-sub32-v2,True,10,pass,../../model/icons/sub/cart_d135db2c_sub32_v2_d135db2c_7817_40f2_a866_11f751605109.py,cart-d135db2c-sub32-v2-symbol
cart-d135db2c-sub32-v2,symbol,cart-d135db2c-sub32-v2-symbol,True,20,pass,../../model/icons/symbol/cart_d135db2c_sub32_v2_symbol_d135db2c_7817_40f2_a866_11f751605109.py,cart-d135db2c-sub32-v2
cart-e3de8236-sub32-v3,side,cart-e3de8236-sub32-v3,False,1,pass,../../model/icons/sub/cart_e3de8236_sub32_v3_e3de8236_b5a7_43f9_ad90_542d179369e3.py,
cart-e7cacb27-sub32-v2,side,cart-e7cacb27-sub32-v2,False,1,pass,../../model/icons/sub/cart_e7cacb27_sub32_v2_e7cacb27_40ca_4398_ba88_df122b223505.py,
cat-head-nose-line-sub32,side,cat-head-nose-line-sub32,False,1,pass,../../model/icons/sub/cat_head_nose_line_sub32_49e8644a_0ad0_4afd_af3d_44a58e035850.py,
cat-head-sub32,side,cat-head-sub32,False,1,fail,../../model/icons/sub/cat_head_sub32_0da7dd89_02ff_406b_bac6_3026293829ce.py,
charging-battery-104-sub32,side,charging-battery-104-sub32,True,1,fail,../../model/icons/sub/charging_battery_104_sub32_f8b6ea0a_273a_4932_a93b_52454f7fd328.py,charging-battery-104-sub32-symbol
charging-battery-104-sub32,symbol,charging-battery-104-sub32-symbol,True,1,fail,../../model/icons/symbol/charging_battery_104_sub32_symbol_f8b6ea0a_273a_4932_a93b_52454f7fd328.py,charging-battery-104-sub32
