id,old_concept,concept,categories,folder,file
"0b1a364e-6481-4ccd-b13a-e0950315fcbr","playlist home","Home Music Playlist","music side-combination bottom-right","side-combination","playlist home_0b1a364e-6481-4ccd-b13a-e0950315fcbr.svg"
"0b1a364e-6481-4ccd-b4df-bb3dfe7ebebr","playlist remove","Remove Music Track","music side-combination bottom-right","side-combination","playlist remove_0b1a364e-6481-4ccd-b4df-bb3dfe7ebebr.svg"
"0b1a364e-6481-4ccd-b851-acf302ef01br","playlist upload","Music Playlist Upload","music side-combination bottom-right","side-combination","playlist upload_0b1a364e-6481-4ccd-b851-acf302ef01br.svg"
"0b1a364e-6481-4ccd-b9c9-6bdce0f5dabr","playlist share","Share Music Playlist Icon","music side-combination bottom-right","side-combination","playlist share_0b1a364e-6481-4ccd-b9c9-6bdce0f5dabr.svg"
"0b1a364e-6481-4ccd-bab9-3143aecf95br","playlist sync","Music Playlist Sync Arrow","music side-combination bottom-right","side-combination","playlist sync_0b1a364e-6481-4ccd-bab9-3143aecf95br.svg"
"0b1a364e-6481-4ccd-bf08-f1a3235c14br","playlist menu","Music Note Playlist Menu","music side-combination bottom-right","side-combination","playlist menu_0b1a364e-6481-4ccd-bf08-f1a3235c14br.svg"
"0b41f55f-6e44-4d98-8bb3-41d6a1fb33br","shopping cart disable","Disabled Shopping Cart","shopping side-combination bottom-right","side-combination","shopping cart disable_0b41f55f-6e44-4d98-8bb3-41d6a1fb33br.svg"
"0b4295f2-6501-477e-9e93-5ac0b79ebeto","customer relationship management binoculars","Binoculars with Speech Bubble","business side-combination top","side-combination","customer relationship management binoculars_0b4295f2-6501-477e-9e93-5ac0b79ebeto.svg"
"0b51fec6-90b1-4b48-8db2-c377d1b6efbr","blood drop search","Magnifying Glass and Blood Drop","health side-combination bottom-right","side-combination","blood drop search_0b51fec6-90b1-4b48-8db2-c377d1b6efbr.svg"
"0b51fec6-90b1-4b48-8dfb-01e3bb127ctr","blood drop type negative","Negative Blood Type","health side-combination top-right","side-combination","blood drop type negative_0b51fec6-90b1-4b48-8dfb-01e3bb127ctr.svg"
"0b51fec6-90b1-4b48-907d-9cbc6e239btr","blood drop type ab","AB Blood Type Drop","health side-combination top-right","side-combination","blood drop type ab_0b51fec6-90b1-4b48-907d-9cbc6e239btr.svg"
"0b51fec6-90b1-4b48-931b-0d558dad49tr","blood drop type positive","Positive Blood Type Drop","health side-combination top-right","side-combination","blood drop type positive_0b51fec6-90b1-4b48-931b-0d558dad49tr.svg"
"0b51fec6-90b1-4b48-9ecb-87ecc26acftr","blood drop type o","Type O Blood Drop","health side-combination top-right","side-combination","blood drop type o_0b51fec6-90b1-4b48-9ecb-87ecc26acftr.svg"
"0b51fec6-90b1-4b48-a571-d56f66bbeftr","blood drop type b","Blood Type B Drop","health side-combination top-right","side-combination","blood drop type b_0b51fec6-90b1-4b48-a571-d56f66bbeftr.svg"
"0b51fec6-90b1-4b48-ac5b-1bfa3f406dtr","blood drop type a","Type A Blood Drop","health side-combination top-right","side-combination","blood drop type a_0b51fec6-90b1-4b48-ac5b-1bfa3f406dtr.svg"
"0b5d6bf8-c665-542e-897e-de17aaf87ctr","controller charging station","Game Controller Charging","video-games side-combination top-right","side-combination","controller charging station_0b5d6bf8-c665-542e-897e-de17aaf87ctr.svg"
"0b5d6bf8-c665-542e-8b09-653917d044tr","ai gaming spark","Game Controller with Sparkle","artificial-intelligence side-combination top-right","side-combination","ai gaming spark_0b5d6bf8-c665-542e-8b09-653917d044tr.svg"
"0b79dbcd-029c-4c05-8bb3-41d6a1fb33br","digital policies anti spam mail bug","Blocked Spam Mail","protection side-combination bottom-right","side-combination","digital policies anti spam mail bug_0b79dbcd-029c-4c05-8bb3-41d6a1fb33br.svg"
"0c65dafc-c26f-4d60-81d8-30276fe161br","gmo food leaf dna","Leaf and DNA Helix Symbol","ecology side-combination bottom-right","side-combination","gmo food leaf dna_0c65dafc-c26f-4d60-81d8-30276fe161br.svg"
"0c7744ab-70fa-4bd8-8bb3-41d6a1fb33br","single woman actions block","Blocked User Access Symbol","users side-combination bottom-right","side-combination","single woman actions block_0c7744ab-70fa-4bd8-8bb3-41d6a1fb33br.svg"
"0cd3e764-8400-45e7-a6ee-c09f59061bbo","wiping cloth hand","Hand Wiping with Cleaning Cloth","wayfinding side-combination bottom","side-combination","wiping cloth hand_0cd3e764-8400-45e7-a6ee-c09f59061bbo.svg"
"0cf958ba-5301-4dcc-9745-85276a8b9btr","uv medium","Medium UV Index Meter","weather side-combination top-right","side-combination","uv medium_0cf958ba-5301-4dcc-9745-85276a8b9btr.svg"
"0cfba690-3851-5e82-98b0-87ef3165f5br","casino diamond bag","Money Bag and Casino Chip","entertainment side-combination bottom-right","side-combination","casino diamond bag_0cfba690-3851-5e82-98b0-87ef3165f5br.svg"
"0d1021fd-f2b9-45af-867c-e102edd9f1br","smart sewing machine","Wireless Smart Sewing Machine","technology side-combination bottom-right","side-combination","smart sewing machine_0d1021fd-f2b9-45af-867c-e102edd9f1br.svg"
"0d1c07b1-b009-4892-9217-7031427f5fbr","coding apps website web form auto fill","Website Configuration Gear","interface-essential side-combination bottom-right","side-combination","coding apps website web form auto fill_0d1c07b1-b009-4892-9217-7031427f5fbr.svg"
"0d1c07b1-b009-4892-a53b-be10293087tr","coding apps website web form address field","Location Address Input Field","interface-essential side-combination top-right","side-combination","coding apps website web form address field_0d1c07b1-b009-4892-a53b-be10293087tr.svg"
"0d43b9ae-0677-471f-8901-7c38495922br","delete trash undo 1","Restore from Trash Bin","interface-essential side-combination bottom-right","side-combination","delete trash undo 1_0d43b9ae-0677-471f-8901-7c38495922br.svg"
"0d6b19e3-10f3-472b-b960-c8322bf947br","delivery door","Doorstep Delivery Package","delivery side-combination bottom-right","side-combination","delivery door_0d6b19e3-10f3-472b-b960-c8322bf947br.svg"
"0da96323-e17d-5de8-b9c9-eae240f9d5br","cannabis research 1","Cannabis Research Flask","cannabis side-combination bottom-right","side-combination","cannabis research 1_0da96323-e17d-5de8-b9c9-eae240f9d5br.svg"
"0e1f5c1c-a73b-4fa6-86cd-d13aceeaf9to","amazon web service marketplace cart","Marketplace Product in Shopping Basket","apps side-combination top","side-combination","amazon web service marketplace cart_0e1f5c1c-a73b-4fa6-86cd-d13aceeaf9to.svg"
"0e1f5c1c-a73b-4fa6-90f8-2f8b8d4edac1","amazon web service marketplaces","Shopping Basket with Hexagons","apps container-combination","container-combination","amazon web service marketplaces_0e1f5c1c-a73b-4fa6-90f8-2f8b8d4edac1.svg"
"0e1f5c1c-a73b-4fa6-a9bd-37a29a7e6a65","amazon web service marketplaces","Shopping Basket with Honeycomb Pattern","apps container-combination","container-combination","amazon web service marketplaces_0e1f5c1c-a73b-4fa6-a9bd-37a29a7e6a65.svg"
"0e2b7e1f-e2d9-4454-867c-e102edd9f1tr","smart coffee maker","WiFi Connected Coffee Machine","technology side-combination top-right","side-combination","smart coffee maker_0e2b7e1f-e2d9-4454-867c-e102edd9f1tr.svg"
"0e453f0c-f93f-44b5-897e-de17aaf87ctl","e bike charging 1","Electric Bicycle Charging","transportation side-combination top-left","side-combination","e bike charging 1_0e453f0c-f93f-44b5-897e-de17aaf87ctl.svg"
"0e453f0c-f93f-44b5-8af6-319ec08b01to","bike parking shade roof 1","Covered Bicycle Parking","transportation side-combination top","side-combination","bike parking shade roof 1_0e453f0c-f93f-44b5-8af6-319ec08b01to.svg"
"0e453f0c-f93f-44b5-9434-865bcda7a6tl","e bike charging 2","Electric Bicycle Battery","transportation side-combination top-left","side-combination","e bike charging 2_0e453f0c-f93f-44b5-9434-865bcda7a6tl.svg"
"0e453f0c-f93f-44b5-98bb-b90c403098tl","broken bike","Bicycle Warning Alert","transportation side-combination top-left","side-combination","broken bike_0e453f0c-f93f-44b5-98bb-b90c403098tl.svg"
"0e453f0c-f93f-44b5-a79c-022333fddetl","bike parking security","Bicycle Security Surveillance Camera","transportation side-combination top-left","side-combination","bike parking security_0e453f0c-f93f-44b5-a79c-022333fddetl.svg"
"0e453f0c-f93f-44b5-a93b-52454f7fd3tl","e bike charging 2","Electric Bicycle Battery Charging","transportation side-combination top-left","side-combination","e bike charging 2_0e453f0c-f93f-44b5-a93b-52454f7fd3tl.svg"
"0e453f0c-f93f-44b5-b32c-13c8ec4aactl","e bike charging 2","Electric Bicycle Battery Charging","transportation side-combination top-left","side-combination","e bike charging 2_0e453f0c-f93f-44b5-b32c-13c8ec4aactl.svg"
"0e453f0c-f93f-44b5-b852-967b66a0f1tl","e bike","Electric Bicycle with Power Plug","transportation side-combination top-left","side-combination","e bike_0e453f0c-f93f-44b5-b852-967b66a0f1tl.svg"
"0ec7e42f-2776-5a70-836a-62b022c551tl","dangerous logistic carried truck","Hazardous Cargo Transport Truck","war side-combination top-left","side-combination","dangerous logistic carried truck_0ec7e42f-2776-5a70-836a-62b022c551tl.svg"
"0ede8d22-cb57-4794-931a-9f1999e263bl","cashless payment online transfer browser card euro","Online Euro Card Payment","payments side-combination bottom-left","side-combination","cashless payment online transfer browser card euro_0ede8d22-cb57-4794-931a-9f1999e263bl.svg"
"0ef08051-f8cf-452c-85ec-2fd6000447br","time clock file refresh","File with Clock and Sync Arrows","interface-essential side-combination bottom-right","side-combination","time clock file refresh_0ef08051-f8cf-452c-85ec-2fd6000447br.svg"
"0ef08051-f8cf-452c-879a-5477d3e84ebr","time clock file question","Document History Status Question","interface-essential side-combination bottom-right","side-combination","time clock file question_0ef08051-f8cf-452c-879a-5477d3e84ebr.svg"
"0ef08051-f8cf-452c-8bb3-41d6a1fb33br","time clock file block","Blocked Scheduled Document","office side-combination bottom-right","side-combination","time clock file block_0ef08051-f8cf-452c-8bb3-41d6a1fb33br.svg"
"0ef08051-f8cf-452c-8db2-c377d1b6efbr","time clock file search","Search File History","files side-combination bottom-right","side-combination","time clock file search_0ef08051-f8cf-452c-8db2-c377d1b6efbr.svg"
"0ef08051-f8cf-452c-931b-0d558dad49br","time clock file add","Add New Time Tracking File","files side-combination bottom-right","side-combination","time clock file add_0ef08051-f8cf-452c-931b-0d558dad49br.svg"
"0ef08051-f8cf-452c-98bb-b90c403098br","time clock file warning","Document Clock Warning Alert","interface-essential side-combination bottom-right","side-combination","time clock file warning_0ef08051-f8cf-452c-98bb-b90c403098br.svg"
"0ef08051-f8cf-452c-9c62-9622160ecabr","time clock file favorite","Favorite Clock Document","interface-essential side-combination bottom-right","side-combination","time clock file favorite_0ef08051-f8cf-452c-9c62-9622160ecabr.svg"
"0ef08051-f8cf-452c-a50b-2dd50dab7cbr","time clock file edit","Edit Time Record Document","interface-essential side-combination bottom-right","side-combination","time clock file edit_0ef08051-f8cf-452c-a50b-2dd50dab7cbr.svg"
"0ef08051-f8cf-452c-a664-4ae3e56c83br","time clock file cash","Hourly Billing Document","interface-essential side-combination bottom-right","side-combination","time clock file cash_0ef08051-f8cf-452c-a664-4ae3e56c83br.svg"
"0ef08051-f8cf-452c-aa87-6963634386br","time clock file download","Download File History Icon","interface-essential side-combination bottom-right","side-combination","time clock file download_0ef08051-f8cf-452c-aa87-6963634386br.svg"
"0ef08051-f8cf-452c-b851-acf302ef01br","time clock file upload","Clock Document Upload","interface-essential side-combination bottom-right","side-combination","time clock file upload_0ef08051-f8cf-452c-b851-acf302ef01br.svg"
"0ef08051-f8cf-452c-b9c9-6bdce0f5dabr","time clock file share","Share Document with Clock","interface-essential side-combination bottom-right","side-combination","time clock file share_0ef08051-f8cf-452c-b9c9-6bdce0f5dabr.svg"
"0ef08051-f8cf-452c-bab9-3143aecf95br","time clock file sync","Document Clock Refresh Arrow","interface-essential side-combination bottom-right","side-combination","time clock file sync_0ef08051-f8cf-452c-bab9-3143aecf95br.svg"
"0ef09a66-6578-497b-8a28-7672b73847tr","identity stolen finger print phone","Mobile Phone Identity Phishing Attack","crime side-combination top-right","side-combination","identity stolen finger print phone_0ef09a66-6578-497b-8a28-7672b73847tr.svg"
"0f4ecb94-3a73-4380-8504-b4d2f35fe972","factory manufacturing plan","Industrial Factory Blueprint","business container-combination","container-combination","factory manufacturing plan_0f4ecb94-3a73-4380-8504-b4d2f35fe972.svg"
"0f4ecb94-3a73-4380-8572-c95bc40dc8e1","project blueprint buildings","Architectural House Blueprint","construction container-combination","container-combination","project blueprint buildings_0f4ecb94-3a73-4380-8572-c95bc40dc8e1.svg"
"0f4ecb94-3a73-4380-970c-76948410da91","project blueprint buildings","Building Architecture Blueprint","construction container-combination","container-combination","project blueprint buildings_0f4ecb94-3a73-4380-970c-76948410da91.svg"
"0f4ecb94-3a73-4380-9f83-4f718aa3d83a","project blueprint home","House Blueprint Plan","construction container-combination","container-combination","project blueprint home_0f4ecb94-3a73-4380-9f83-4f718aa3d83a.svg"
"0f4ecb94-3a73-4380-a180-2f30f8dd6260","project blueprint home","Home Architecture Project Blueprint","construction container-combination","container-combination","project blueprint home_0f4ecb94-3a73-4380-a180-2f30f8dd6260.svg"
"0f4ecb94-3a73-4380-a93b-dc7b4a54ff1a","project blueprint buildings","Architectural Building Blueprint","construction container-combination","container-combination","project blueprint buildings_0f4ecb94-3a73-4380-a93b-dc7b4a54ff1a.svg"
"0f4ecb94-3a73-4380-b4cd-ed0973b91fb2","project blueprint home","House Construction Blueprint","construction container-combination","container-combination","project blueprint home_0f4ecb94-3a73-4380-b4cd-ed0973b91fb2.svg"
"0f7b7668-422b-4828-a5e1-bc6b29bda0tr","smart house open door","Smart Wireless Open Door","technology side-combination top-right","side-combination","smart house open door_0f7b7668-422b-4828-a5e1-bc6b29bda0tr.svg"
"0fe68434-5839-5a8b-ba1a-7e0f9f82bbbr","dog carrier","Pet Travel Carrier and Dog","pets side-combination bottom-right","side-combination","dog carrier_0fe68434-5839-5a8b-ba1a-7e0f9f82bbbr.svg"
"111b6bfc-772f-495e-bd55-fb2f5c09c2bo","cast to devices tv","Game Controller Screen Cast","technology side-combination bottom","side-combination","cast to devices tv_111b6bfc-772f-495e-bd55-fb2f5c09c2bo.svg"
"114ddaa5-c570-4bb4-931b-0d558dad49tr","cashless payment cad top up wallet add","Add Funds to Wallet","money side-combination top-right","side-combination","cashless payment cad top up wallet add_114ddaa5-c570-4bb4-931b-0d558dad49tr.svg"
"11dc98cc-8ce7-4d7d-87eb-16a4c14d3ari","air purifier 4","Smart Air Purifier Mobile Control","ecology side-combination right","side-combination","air purifier 4_11dc98cc-8ce7-4d7d-87eb-16a4c14d3ari.svg"
"11dc98cc-8ce7-4d7d-a779-46135c16e4ri","air purifier 4","Smartphone Air Purifier Control","ecology side-combination right","side-combination","air purifier 4_11dc98cc-8ce7-4d7d-a779-46135c16e4ri.svg"
"11f8345a-e24e-40f6-84a4-6416eb861ebr","season winter","Snowflake and Sprouting Leaves","ecology side-combination bottom-right","side-combination","season winter_11f8345a-e24e-40f6-84a4-6416eb861ebr.svg"
"11f8345a-e24e-40f6-b1da-62a62d9213le","temperature thermometer snow","Thermometer and Snowflake","weather side-combination left","side-combination","temperature thermometer snow_11f8345a-e24e-40f6-b1da-62a62d9213le.svg"
"11f861f7-9062-4cbd-9500-989f57208etr","amazon web service transfer family folder","Folder with Data Transfer Arrows","apps side-combination top-right","side-combination","amazon web service transfer family folder_11f861f7-9062-4cbd-9500-989f57208etr.svg"
"11f861f7-9062-4cbd-a7c1-7d22f0de49br","medical resources folder","Medical Folder with Cross","health side-combination bottom-right","side-combination","medical resources folder_11f861f7-9062-4cbd-a7c1-7d22f0de49br.svg"
"123c6022-8b42-4761-a4ad-c70db66b24br","medicine liquid cup","Glass of Water and Medicine Pill","health side-combination bottom-right","side-combination","medicine liquid cup_123c6022-8b42-4761-a4ad-c70db66b24br.svg"
