kind,id,old_concept,categories,position,main_prefix,main_ids,main_concepts,sub_tail,sub_ids,sub_concepts
side,0b1a364e-6481-4ccd-8bb3-41d6a1fb33br,playlist disable,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,0b1a364e-6481-4ccd-8db2-c377d1b6efbr,playlist search,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,0b1a364e-6481-4ccd-8dfb-01e3bb127cbr,playlist subtract,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,8dfb-01e3bb127c,ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,circle minus
side,0b1a364e-6481-4ccd-9217-7031427f5fbr,playlist settings,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,0b1a364e-6481-4ccd-931b-0d558dad49br,playlist add,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,0b1a364e-6481-4ccd-98bb-b90c403098br,playlist warning,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,0b1a364e-6481-4ccd-98f2-4b8115e447br,playlist information,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,98f2-4b8115e447,72415859-aa7f-4337-98f2-4b8115e44784,circle information
side,0b1a364e-6481-4ccd-9c62-9622160ecabr,playlist star favorite,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,9c62-9622160eca,b255daf0-3adf-4238-9c62-9622160eca5c,star
side,0b1a364e-6481-4ccd-9f87-f3b69a27f2br,playlist clock,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,9f87-f3b69a27f2,282df875-ad80-4f27-9f87-f3b69a27f229,clock
side,0b1a364e-6481-4ccd-a0b8-bb7f432054br,playlist lock,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,a0b8-bb7f432054,386cb547-821f-4d23-a0b8-bb7f43205473,lock
side,0b1a364e-6481-4ccd-a337-c2575e324bbr,playlist heart,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,a337-c2575e324b,0104273d-3559-4788-a337-c2575e324bb8,heart
side,0b1a364e-6481-4ccd-a3cb-caa71cc3b5br,playlist check,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,a3cb-caa71cc3b5,9990b35d-e41d-404f-a3cb-caa71cc3b51f,circle check
side,0b1a364e-6481-4ccd-a50b-2dd50dab7cbr,playlist edit,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,a50b-2dd50dab7c,4c398c0b-71ae-4681-a50b-2dd50dab7c0f,pencil
side,0b1a364e-6481-4ccd-a664-4ae3e56c83br,playlist buy,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,a664-4ae3e56c83,563b0b14-308a-4b0a-a664-4ae3e56c8366,circle dollar
side,0b1a364e-6481-4ccd-aa87-6963634386br,playlist download,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,0b1a364e-6481-4ccd-ad50-bf72f2730ebr,playlist repeat,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,ad50-bf72f2730e,0a11ecc5-12d2-479f-ad50-bf72f2730e09,repeat
side,0b1a364e-6481-4ccd-b13a-e0950315fcbr,playlist home,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,b13a-e0950315fc,5ae6e559-27d0-490b-b13a-e0950315fc03,house
side,0b1a364e-6481-4ccd-b4df-bb3dfe7ebebr,playlist remove,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,b4df-bb3dfe7ebe,8fece960-4425-489e-b4df-bb3dfe7ebe00,circle remove
side,0b1a364e-6481-4ccd-b851-acf302ef01br,playlist upload,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,0b1a364e-6481-4ccd-b9c9-6bdce0f5dabr,playlist share,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,b9c9-6bdce0f5da,ecd8b795-2136-4812-b9c9-6bdce0f5da6a,share
side,0b1a364e-6481-4ccd-bab9-3143aecf95br,playlist sync,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,bab9-3143aecf95,4d77908b-9f0a-416f-bab9-3143aecf95b6,synchronize refresh arrow
side,0b1a364e-6481-4ccd-bf08-f1a3235c14br,playlist menu,music side-combination bottom-right,br,0b1a364e-6481-4ccd-,0b1a364e-6481-4ccd-b8ea-1616ed761c6c,music note square,bf08-f1a3235c14,3eeabb37-3df8-43ae-bf08-f1a3235c1435,menu
side,0b41f55f-6e44-4d98-8bb3-41d6a1fb33br,shopping cart disable,shopping side-combination bottom-right,br,0b41f55f-6e44-4d98-,0b41f55f-6e44-4d98-92ba-950bf3b6a2dc,cart 1,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,0b4295f2-6501-477e-9e93-5ac0b79ebeto,customer relationship management binoculars,business side-combination top,to,0b4295f2-6501-477e-,0b4295f2-6501-477e-8a02-cfc25042f30e,binoculars,9e93-5ac0b79ebe,44484ddb-50f5-4f21-9e93-5ac0b79ebe86,rectangle bubble password
side,0b51fec6-90b1-4b48-8db2-c377d1b6efbr,blood drop search,health side-combination bottom-right,br,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,0b51fec6-90b1-4b48-8dfb-01e3bb127ctr,blood drop type negative,health side-combination top-right,tr,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,8dfb-01e3bb127c,ab7a719f-7c4a-4ed8-8dfb-01e3bb127cb4,circle minus
side,0b51fec6-90b1-4b48-907d-9cbc6e239btr,blood drop type ab,health side-combination top-right,tr,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,907d-9cbc6e239b,d8cc67c2-29bf-4e4e-907d-9cbc6e239b43,ab text in circle
side,0b51fec6-90b1-4b48-931b-0d558dad49tr,blood drop type positive,health side-combination top-right,tr,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,0b51fec6-90b1-4b48-9ecb-87ecc26acftr,blood drop type o,health side-combination top-right,tr,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,9ecb-87ecc26acf,e3714f65-499d-4ba7-9ecb-87ecc26acfff,0 text in circle
side,0b51fec6-90b1-4b48-a571-d56f66bbeftr,blood drop type b,health side-combination top-right,tr,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,a571-d56f66bbef,bc52ca8a-3c94-4ea2-a571-d56f66bbeff1,b text in circle
side,0b51fec6-90b1-4b48-ac5b-1bfa3f406dtr,blood drop type a,health side-combination top-right,tr,0b51fec6-90b1-4b48-,0b51fec6-90b1-4b48-8bae-5e37d5dc9dcf,blood drop,ac5b-1bfa3f406d,892ef37d-05df-4d38-ac5b-1bfa3f406d52,a text in circle
side,0b5d6bf8-c665-542e-897e-de17aaf87ctr,controller charging station,video-games side-combination top-right,tr,0b5d6bf8-c665-542e-,0b5d6bf8-c665-542e-a1da-44b8d6221698,controller,897e-de17aaf87c,661caf54-eac9-4e44-897e-de17aaf87c39,flash
side,0b5d6bf8-c665-542e-8b09-653917d044tr,ai gaming spark,artificial-intelligence side-combination top-right,tr,0b5d6bf8-c665-542e-,0b5d6bf8-c665-542e-a1da-44b8d6221698,controller,8b09-653917d044,02f35c24-75e1-42ed-8b09-653917d04439,spark
side,0b79dbcd-029c-4c05-8bb3-41d6a1fb33br,digital policies anti spam mail bug,protection side-combination bottom-right,br,0b79dbcd-029c-4c05-,0b79dbcd-029c-4c05-baad-34d720b23be7,mail card bug,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,0c65dafc-c26f-4d60-81d8-30276fe161br,gmo food leaf dna,ecology side-combination bottom-right,br,0c65dafc-c26f-4d60-,0c65dafc-c26f-4d60-b045-e9301d81fc96,leaf right,81d8-30276fe161,3c216074-a57a-436c-81d8-30276fe1614e,dna vertical
side,0c7744ab-70fa-4bd8-8bb3-41d6a1fb33br,single woman actions block,users side-combination bottom-right,br,0c7744ab-70fa-4bd8-,0c7744ab-70fa-4bd8-a27f-4bfec6b0c749,full body woman,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,0cd3e764-8400-45e7-a6ee-c09f59061bbo,wiping cloth hand,wayfinding side-combination bottom,bo,0cd3e764-8400-45e7-,0cd3e764-8400-45e7-b690-0339e73614ac,wiping cloth,a6ee-c09f59061b,92d8dd38-d4cf-4c21-a6ee-c09f59061b77,hand 1
side,0cf958ba-5301-4dcc-9745-85276a8b9btr,uv medium,weather side-combination top-right,tr,0cf958ba-5301-4dcc-,0cf958ba-5301-4dcc-97c3-333946cc8c47,rectangle uv medium,9745-85276a8b9b,48a70f65-2f7b-43c5-9745-85276a8b9bff,circle uv
side,0cfba690-3851-5e82-98b0-87ef3165f5br,casino diamond bag,entertainment side-combination bottom-right,br,0cfba690-3851-5e82-,0cfba690-3851-5e82-ad0a-8e4cb0276eb1,pouch,98b0-87ef3165f5,c06f4d1c-3337-4353-98b0-87ef3165f5f2,casino chip
side,0d1021fd-f2b9-45af-867c-e102edd9f1br,smart sewing machine,technology side-combination bottom-right,br,0d1021fd-f2b9-45af-,0d1021fd-f2b9-45af-8ac0-77171e9e3be9,clothes design sewing machine,867c-e102edd9f1,9c4f27d2-9a43-4e9d-867c-e102edd9f1b9,wifi
side,0d1c07b1-b009-4892-9217-7031427f5fbr,coding apps website web form auto fill,interface-essential side-combination bottom-right,br,0d1c07b1-b009-4892-,0d1c07b1-b009-4892-8dde-14c895d31e66,web form,9217-7031427f5f,1e82d117-570c-41ee-9217-7031427f5fea,cog
side,0d1c07b1-b009-4892-a53b-be10293087tr,coding apps website web form address field,interface-essential side-combination top-right,tr,0d1c07b1-b009-4892-,0d1c07b1-b009-4892-8dde-14c895d31e66,web form,a53b-be10293087,76f7fdb5-5122-45e4-a53b-be1029308735,pin
side,0d43b9ae-0677-471f-8901-7c38495922br,delete trash undo 1,interface-essential side-combination bottom-right,br,0d43b9ae-0677-471f-,0d43b9ae-0677-471f-aad7-b0ebaa87348c,trash,8901-7c38495922,53227aaa-0ab2-4f90-8901-7c384959220c,previous arrow
side,0d6b19e3-10f3-472b-b960-c8322bf947br,delivery door,delivery side-combination bottom-right,br,0d6b19e3-10f3-472b-,0d6b19e3-10f3-472b-a10f-0b9247ed5ce6,door closed,b960-c8322bf947,20c6ed49-886d-4ca0-b960-c8322bf94767,box
side,0da96323-e17d-5de8-b9c9-eae240f9d5br,cannabis research 1,cannabis side-combination bottom-right,br,0da96323-e17d-5de8-,0da96323-e17d-5de8-8be9-d25ab8a4262a,lab flask experiment,b9c9-eae240f9d5,219ceabe-349a-4492-b9c9-eae240f9d5c9,cannabis
side,0e1f5c1c-a73b-4fa6-86cd-d13aceeaf9to,amazon web service marketplace cart,apps side-combination top,to,0e1f5c1c-a73b-4fa6-,0e1f5c1c-a73b-4fa6-8461-d439805bfc6a,cart,86cd-d13aceeaf9,802601c0-689d-481d-86cd-d13aceeaf9a1,cube
side,0e2b7e1f-e2d9-4454-867c-e102edd9f1tr,smart coffee maker,technology side-combination top-right,tr,0e2b7e1f-e2d9-4454-,0e2b7e1f-e2d9-4454-b5fe-2a7bd7d71030,coffee machine,867c-e102edd9f1,9c4f27d2-9a43-4e9d-867c-e102edd9f1b9,wifi
side,0e453f0c-f93f-44b5-897e-de17aaf87ctl,e bike charging 1,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,897e-de17aaf87c,661caf54-eac9-4e44-897e-de17aaf87c39,flash
side,0e453f0c-f93f-44b5-8af6-319ec08b01to,bike parking shade roof 1,transportation side-combination top,to,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,8af6-319ec08b01,28805be1-8602-45ee-8af6-319ec08b0104,roof
side,0e453f0c-f93f-44b5-9434-865bcda7a6tl,e bike charging 2,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,9434-865bcda7a6,d59453b3-a555-48ec-9434-865bcda7a62f,battery 1
side,0e453f0c-f93f-44b5-98bb-b90c403098tl,broken bike,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,0e453f0c-f93f-44b5-a79c-022333fddetl,bike parking security,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,a79c-022333fdde,7ab0b15b-d8bf-4b7c-a79c-022333fdde6c,surveillance cctv
side,0e453f0c-f93f-44b5-a93b-52454f7fd3tl,e bike charging 2,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,a93b-52454f7fd3,f8b6ea0a-273a-4932-a93b-52454f7fd328,battery 1
side,0e453f0c-f93f-44b5-b32c-13c8ec4aactl,e bike charging 2,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,b32c-13c8ec4aac,638f0a9f-914c-4078-b32c-13c8ec4aacf6,battery 1
side,0e453f0c-f93f-44b5-b852-967b66a0f1tl,e bike,transportation side-combination top-left,tl,0e453f0c-f93f-44b5-,0e453f0c-f93f-44b5-be89-28ecbc5f97cb,bike,b852-967b66a0f1,0a5f79fb-077b-4a74-b852-967b66a0f12e,plug
side,0ec7e42f-2776-5a70-836a-62b022c551tl,dangerous logistic carried truck,war side-combination top-left,tl,0ec7e42f-2776-5a70-,0ec7e42f-2776-5a70-a652-9140ef5c56c7,truck,836a-62b022c551,cb2b2f08-6efa-4f5e-836a-62b022c55138,skull
side,0ede8d22-cb57-4794-931a-9f1999e263bl,cashless payment online transfer browser card euro,payments side-combination bottom-left,bl,0ede8d22-cb57-4794-,0ede8d22-cb57-4794-b361-c89627ccda77,browser euro sign right,931a-9f1999e263,a525cc8f-6e57-4f1c-931a-9f1999e26316,card
side,0ef08051-f8cf-452c-85ec-2fd6000447br,time clock file refresh,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,85ec-2fd6000447,6f318fe0-f892-436c-85ec-2fd600044785,sync arrow
side,0ef08051-f8cf-452c-879a-5477d3e84ebr,time clock file question,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,879a-5477d3e84e,c356687a-8779-4296-879a-5477d3e84e2f,circle question
side,0ef08051-f8cf-452c-8bb3-41d6a1fb33br,time clock file block,office side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,8bb3-41d6a1fb33,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,prohitbition
side,0ef08051-f8cf-452c-8db2-c377d1b6efbr,time clock file search,files side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,0ef08051-f8cf-452c-931b-0d558dad49br,time clock file add,files side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,0ef08051-f8cf-452c-98bb-b90c403098br,time clock file warning,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,98bb-b90c403098,42f29bd3-1507-484e-98bb-b90c40309892,warning triangle
side,0ef08051-f8cf-452c-9c62-9622160ecabr,time clock file favorite,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,9c62-9622160eca,b255daf0-3adf-4238-9c62-9622160eca5c,star
side,0ef08051-f8cf-452c-a50b-2dd50dab7cbr,time clock file edit,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,a50b-2dd50dab7c,4c398c0b-71ae-4681-a50b-2dd50dab7c0f,pencil
side,0ef08051-f8cf-452c-a664-4ae3e56c83br,time clock file cash,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,a664-4ae3e56c83,563b0b14-308a-4b0a-a664-4ae3e56c8366,circle dollar
side,0ef08051-f8cf-452c-aa87-6963634386br,time clock file download,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,0ef08051-f8cf-452c-b851-acf302ef01br,time clock file upload,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,0ef08051-f8cf-452c-b9c9-6bdce0f5dabr,time clock file share,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,b9c9-6bdce0f5da,ecd8b795-2136-4812-b9c9-6bdce0f5da6a,share
side,0ef08051-f8cf-452c-bab9-3143aecf95br,time clock file sync,interface-essential side-combination bottom-right,br,0ef08051-f8cf-452c-,0ef08051-f8cf-452c-9504-27f2eb99eb1b,file clock,bab9-3143aecf95,4d77908b-9f0a-416f-bab9-3143aecf95b6,synchronize refresh arrow
side,0ef09a66-6578-497b-8a28-7672b73847tr,identity stolen finger print phone,crime side-combination top-right,tr,0ef09a66-6578-497b-,0ef09a66-6578-497b-817b-f821ad82e177,mobile phone fingerprint,8a28-7672b73847,fd80bcd7-73ab-4b8e-8a28-7672b7384731,hook
side,0f7b7668-422b-4828-a5e1-bc6b29bda0tr,smart house open door,technology side-combination top-right,tr,0f7b7668-422b-4828-,0f7b7668-422b-4828-bd3d-ac9972cfc40a,door open,a5e1-bc6b29bda0,a2bdace2-2a1a-4fef-a5e1-bc6b29bda0f7,smart
side,0fe68434-5839-5a8b-ba1a-7e0f9f82bbbr,dog carrier,pets side-combination bottom-right,br,0fe68434-5839-5a8b-,0fe68434-5839-5a8b-976b-7bb975ac95a9,cat carrier,ba1a-7e0f9f82bb,c099ef25-3154-4ff5-ba1a-7e0f9f82bb67,dog
side,111b6bfc-772f-495e-bd55-fb2f5c09c2bo,cast to devices tv,technology side-combination bottom,bo,111b6bfc-772f-495e-,111b6bfc-772f-495e-b3d4-6a4d091a23e6,modern tv wide,bd55-fb2f5c09c2,4b81caa3-7500-4d62-bd55-fb2f5c09c2bd,vr headset wifi
side,114ddaa5-c570-4bb4-931b-0d558dad49tr,cashless payment cad top up wallet add,money side-combination top-right,tr,114ddaa5-c570-4bb4-,114ddaa5-c570-4bb4-b10e-88469985798b,wallet,931b-0d558dad49,c4d23011-c558-4522-931b-0d558dad4995,circle add
side,11dc98cc-8ce7-4d7d-87eb-16a4c14d3ari,air purifier 4,ecology side-combination right,ri,11dc98cc-8ce7-4d7d-,11dc98cc-8ce7-4d7d-859a-a6914439a9c9,mobile phone,87eb-16a4c14d3a,bfffa211-4688-49bd-87eb-16a4c14d3a9b,wind
side,11dc98cc-8ce7-4d7d-a779-46135c16e4ri,air purifier 4,ecology side-combination right,ri,11dc98cc-8ce7-4d7d-,11dc98cc-8ce7-4d7d-859a-a6914439a9c9,mobile phone,a779-46135c16e4,22ebeb63-e3c2-4cdd-a779-46135c16e412,wind
side,11f8345a-e24e-40f6-84a4-6416eb861ebr,season winter,ecology side-combination bottom-right,br,11f8345a-e24e-40f6-,11f8345a-e24e-40f6-825c-a90f1068c9b3,snowflake,84a4-6416eb861e,4a47df00-a455-41d9-84a4-6416eb861ee6,leaf
side,11f8345a-e24e-40f6-b1da-62a62d9213le,temperature thermometer snow,weather side-combination left,le,11f8345a-e24e-40f6-,11f8345a-e24e-40f6-825c-a90f1068c9b3,snowflake,b1da-62a62d9213,b9550739-2fcc-4d3f-b1da-62a62d9213f5,thermometer
side,11f861f7-9062-4cbd-9500-989f57208etr,amazon web service transfer family folder,apps side-combination top-right,tr,11f861f7-9062-4cbd-,11f861f7-9062-4cbd-a3fd-0cba990dfc4b,folder open,9500-989f57208e,aad0f67c-9b58-4313-9500-989f57208e70,circle opposite arrows
side,11f861f7-9062-4cbd-a7c1-7d22f0de49br,medical resources folder,health side-combination bottom-right,br,11f861f7-9062-4cbd-,11f861f7-9062-4cbd-a3fd-0cba990dfc4b,folder open,a7c1-7d22f0de49,4e6c72ac-9782-4bd5-a7c1-7d22f0de49cc,medical cross
side,123c6022-8b42-4761-a4ad-c70db66b24br,medicine liquid cup,health side-combination bottom-right,br,123c6022-8b42-4761-,123c6022-8b42-4761-afec-650d7403b43e,liquid cup,a4ad-c70db66b24,6cb102ae-38d0-4d2c-a4ad-c70db66b2436,pill
side,129c70c9-d37d-4bff-8db2-c377d1b6efbr,book search,content side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,8db2-c377d1b6ef,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,magnifying glass
side,129c70c9-d37d-4bff-97cd-f97f62429fbr,book target,content side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,97cd-f97f62429f,f12c5f2b-a5cb-4039-97cd-f97f62429f51,circle target
side,129c70c9-d37d-4bff-a50b-2dd50dab7cbr,book edit,content side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,a50b-2dd50dab7c,4c398c0b-71ae-4681-a50b-2dd50dab7c0f,pencil
side,129c70c9-d37d-4bff-a6ee-c09f59061bbr,truth hand book,crime side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,a6ee-c09f59061b,92d8dd38-d4cf-4c21-a6ee-c09f59061b77,hand 1
side,129c70c9-d37d-4bff-aa87-6963634386br,book download,content side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,aa87-6963634386,9703959b-8d72-4272-aa87-6963634386ca,circle arrow down
side,129c70c9-d37d-4bff-b851-acf302ef01bo,repo push,content side-combination bottom,bo,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,129c70c9-d37d-4bff-b851-acf302ef01br,book upload,content side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,b851-acf302ef01,7bd3a2bd-439f-4018-b851-acf302ef01a5,circle arrow up
side,129c70c9-d37d-4bff-b9c9-6bdce0f5dabr,book share,content side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,b9c9-6bdce0f5da,ecd8b795-2136-4812-b9c9-6bdce0f5da6a,share
side,129c70c9-d37d-4bff-b9c9-eae240f9d5br,cannabis book,cannabis side-combination bottom-right,br,129c70c9-d37d-4bff-,129c70c9-d37d-4bff-948b-1a1e0fdad1a1,book close,b9c9-eae240f9d5,219ceabe-349a-4492-b9c9-eae240f9d5c9,cannabis
